public_date,gicdesc,NFIRM,indret_ew,indret_vw,dpr_Median,bm_Median,divyield_Median,pe_exi_Median,ptb_Median,gpm_Median,roa_Median,roe_Median
20120131,Energy,208,0.055829,0.012005,0.000,0.848,1.37%,11.514,1.513,0.457,0.136,0.067
20120131,Financials,718,0.077135,0.079924,0.349,1.292,2.56%,12.487,0.877,0.624,0.019,0.058
20120131,Health Care,533,0.114380,0.042727,0.000,0.407,1.75%,-1.374,2.615,0.386,0.056,-0.013
20120131,Industrials,521,0.096985,0.075109,0.023,0.759,1.67%,15.273,1.564,0.282,0.121,0.096
20120131,Information Technology,668,0.115554,0.080027,0.000,0.597,1.88%,12.638,2.103,0.506,0.107,0.073
20120131,Materials,184,0.139335,0.109754,0.120,0.742,1.76%,13.064,1.723,0.264,0.141,0.120
20120131,Telecommunication Services,46,0.037191,-0.016893,0.219,0.786,5.95%,13.658,1.456,0.583,0.146,0.049
20120131,Utilities,95,-0.014343,-0.034873,0.634,0.936,3.94%,15.720,1.154,0.264,0.090,0.072
20120229,Consumer Discretionary,544,0.059155,0.052835,0.000,0.623,2.02%,14.906,1.757,0.365,0.127,0.105
20120229,Consumer Staples,153,0.020243,0.032022,0.239,0.522,2.55%,15.767,1.925,0.344,0.137,0.107
20120229,Energy,209,0.079828,0.061992,0.000,0.683,1.27%,11.348,1.620,0.452,0.138,0.072
20120229,Financials,714,0.043430,0.057824,0.228,1.186,2.45%,12.918,0.899,0.641,0.020,0.061
20120229,Health Care,532,0.044345,0.019472,0.000,0.384,1.99%,-1.118,2.756,0.414,0.056,0.002
20120229,Industrials,519,0.033487,0.027641,0.032,0.665,1.63%,15.211,1.592,0.281,0.123,0.100
20120229,Information Technology,661,0.038501,0.070016,0.000,0.542,1.98%,14.156,2.042,0.504,0.102,0.075
20120229,Materials,182,0.006958,-0.000841,0.109,0.637,1.67%,13.738,1.792,0.255,0.141,0.116
20120229,Telecommunication Services,48,0.062406,0.039532,0.000,0.663,5.75%,13.643,1.538,0.567,0.145,0.043
20120229,Utilities,95,0.005623,0.007128,0.641,0.892,4.04%,15.710,1.103,0.263,0.088,0.069
20120331,Consumer Discretionary,543,0.045185,0.040572,0.000,0.613,2.07%,15.471,1.789,0.363,0.128,0.103
20120331,Consumer Staples,152,0.026819,0.032903,0.241,0.518,2.48%,16.525,1.940,0.344,0.138,0.107
20120331,Energy,209,-0.028428,-0.028789,0.000,0.676,1.27%,10.496,1.614,0.448,0.138,0.073
20120331,Financials,713,0.064804,0.072632,0.228,1.186,2.38%,13.498,0.949,0.641,0.020,0.062
20120331,Health Care,530,0.041184,0.040674,0.000,0.384,1.70%,-1.026,2.823,0.410,0.053,0.002
20120331,Industrials,518,0.013637,0.011873,0.032,0.660,1.68%,15.674,1.658,0.282,0.123,0.100
20120331,Information Technology,656,0.029789,0.046782,0.000,0.532,2.02%,14.749,2.119,0.504,0.102,0.075
20120331,Materials,182,0.016390,0.001904,0.111,0.635,1.66%,14.107,1.779,0.255,0.141,0.113
20120331,Telecommunication Services,48,0.028640,0.014883,0.000,0.663,6.03%,14.085,1.639,0.567,0.145,0.043
20120331,Utilities,94,0.003818,0.013135,0.641,0.879,4.11%,16.020,1.129,0.264,0.088,0.069
20120430,Consumer Discretionary,542,-0.003005,0.003780,0.000,0.602,2.05%,15.051,1.811,0.362,0.129,0.101
20120430,Consumer Staples,152,0.000398,-0.000083,0.244,0.518,2.54%,16.620,1.927,0.342,0.138,0.107
20120430,Energy,210,-0.028857,-0.013489,0.000,0.676,1.33%,10.270,1.579,0.446,0.137,0.072
20120430,Financials,712,0.002050,-0.025757,0.226,1.182,2.44%,13.318,0.956,0.642,0.020,0.062
20120430,Health Care,528,-0.014925,-0.003400,0.000,0.384,1.86%,-1.019,2.773,0.411,0.051,0.001
20120430,Industrials,519,-0.009554,-0.009573,0.032,0.657,1.71%,15.034,1.636,0.281,0.124,0.101
20120430,Information Technology,659,-0.029495,-0.019899,0.000,0.530,2.12%,13.947,2.079,0.505,0.100,0.074
20120430,Materials,183,-0.018054,-0.002016,0.106,0.635,1.67%,14.191,1.805,0.257,0.139,0.113
20120430,Telecommunication Services,48,-0.061743,0.043420,0.000,0.663,6.66%,13.268,1.542,0.567,0.145,0.043
20120430,Utilities,93,0.006900,0.018520,0.646,0.891,3.99%,16.336,1.130,0.263,0.088,0.069
20120531,Consumer Discretionary,540,-0.060286,-0.060405,0.001,0.558,2.15%,12.974,1.678,0.362,0.131,0.103
20120531,Consumer Staples,153,-0.035559,-0.004183,0.241,0.512,2.51%,14.508,1.757,0.336,0.141,0.108
20120531,Energy,210,-0.163249,-0.105788,0.000,0.638,1.60%,8.925,1.310,0.437,0.135,0.072
20120531,Financials,712,-0.039085,-0.093904,0.330,1.056,2.65%,12.034,0.915,0.664,0.020,0.063
20120531,Health Care,530,-0.060474,-0.034682,0.000,0.353,1.93%,-1.835,2.648,0.386,0.042,-0.026
20120531,Industrials,518,-0.080517,-0.063877,0.053,0.594,1.93%,13.280,1.482,0.283,0.122,0.101
20120531,Information Technology,659,-0.086989,-0.080880,0.000,0.459,2.23%,11.733,1.828,0.497,0.097,0.062
20120531,Materials,181,-0.116947,-0.087215,0.115,0.556,2.00%,12.461,1.541,0.256,0.138,0.115
20120531,Telecommunication Services,48,-0.049242,0.018997,0.169,0.616,6.55%,8.460,1.540,0.570,0.140,0.036
20120531,Utilities,93,-0.012019,0.000163,0.658,0.930,4.04%,16.146,1.075,0.272,0.087,0.065
20120630,Consumer Discretionary,539,0.021145,0.011841,0.013,0.549,2.18%,13.115,1.721,0.362,0.131,0.106
20120630,Consumer Staples,152,0.057891,0.038080,0.217,0.511,2.54%,15.149,1.880,0.342,0.142,0.109
20120630,Energy,210,0.028133,0.051829,0.000,0.631,1.50%,8.771,1.368,0.439,0.135,0.073
20120630,Financials,710,0.033864,0.047722,0.332,1.057,2.58%,12.533,0.946,0.664,0.020,0.063
20120630,Health Care,526,0.075647,0.061507,0.000,0.351,1.81%,-2.182,2.828,0.382,0.039,-0.026
20120630,Industrials,520,0.022576,0.032104,0.052,0.585,1.95%,13.462,1.498,0.282,0.122,0.101
20120630,Information Technology,662,0.041124,0.030770,0.000,0.456,2.16%,11.749,1.902,0.499,0.095,0.061
20120630,Materials,181,0.044119,0.047078,0.114,0.556,1.92%,12.738,1.644,0.256,0.139,0.115
20120630,Telecommunication Services,48,0.058424,0.055206,0.169,0.616,6.12%,9.520,1.551,0.570,0.140,0.036
20120630,Utilities,92,0.042509,0.038950,0.652,0.932,3.89%,16.662,1.097,0.273,0.087,0.065
20120731,Consumer Discretionary,537,-0.015059,-0.004745,0.023,0.552,2.17%,12.864,1.718,0.361,0.130,0.106
20120731,Consumer Staples,152,-0.010455,0.027488,0.217,0.511,2.60%,15.599,1.743,0.342,0.141,0.108
20120731,Energy,210,-0.013113,0.035127,0.000,0.631,1.58%,9.164,1.388,0.437,0.135,0.074
20120731,Financials,707,0.001591,-0.005447,0.333,1.057,2.57%,12.469,0.952,0.664,0.020,0.063
20120731,Health Care,526,0.006329,0.004846,0.000,0.344,1.93%,-2.356,2.898,0.382,0.035,-0.027
20120731,Industrials,519,-0.014388,-0.001943,0.040,0.587,1.93%,13.365,1.477,0.282,0.122,0.101
20120731,Information Technology,660,-0.028067,0.001611,0.000,0.456,2.27%,11.518,1.891,0.502,0.096,0.062
20120731,Materials,180,-0.020275,-0.002124,0.117,0.564,1.99%,13.081,1.628,0.254,0.139,0.116
20120731,Telecommunication Services,46,0.015684,0.059412,0.169,0.616,6.25%,8.600,1.621,0.570,0.140,0.036
20120731,Utilities,91,0.019400,0.027898,0.647,0.934,3.83%,16.917,1.138,0.273,0.088,0.066
20120831,Consumer Discretionary,533,0.032816,0.048207,0.033,0.553,2.04%,13.471,1.787,0.361,0.130,0.103
20120831,Consumer Staples,152,0.027316,-0.004958,0.202,0.522,2.45%,15.163,1.828,0.347,0.141,0.098
20120831,Energy,208,0.006816,0.022189,0.000,0.744,1.60%,8.461,1.299,0.409,0.130,0.073
20120831,Financials,700,0.034939,0.039431,0.318,1.063,2.58%,12.449,0.962,0.686,0.021,0.066
20120831,Health Care,519,0.031292,0.015573,0.000,0.340,1.80%,-2.253,3.022,0.386,0.034,-0.034
20120831,Industrials,519,0.017917,0.017221,0.056,0.637,1.86%,13.446,1.508,0.286,0.124,0.103
20120831,Information Technology,656,0.032970,0.050219,0.000,0.519,2.18%,11.720,1.937,0.507,0.093,0.052
20120831,Materials,180,0.045122,0.033005,0.141,0.628,1.94%,12.707,1.676,0.255,0.135,0.102
20120831,Telecommunication Services,46,0.013041,-0.023192,0.005,0.682,5.66%,10.407,1.508,0.570,0.135,0.033
20120831,Utilities,91,-0.012479,-0.035481,0.650,0.908,3.94%,16.105,1.109,0.278,0.089,0.065
20120930,Consumer Discretionary,534,0.039978,0.031988,0.038,0.558,2.06%,13.931,1.852,0.360,0.132,0.105
20120930,Consumer Staples,153,0.013857,0.014815,0.218,0.528,2.56%,15.572,1.909,0.339,0.141,0.099
20120930,Energy,209,0.059589,0.038326,0.000,0.761,1.58%,9.539,1.366,0.410,0.130,0.072
20120930,Financials,699,0.038980,0.039127,0.316,1.056,2.55%,12.873,0.996,0.688,0.021,0.066
20120930,Health Care,517,0.059743,0.042013,0.000,0.339,1.71%,-2.381,3.262,0.389,0.033,-0.034
20120930,Industrials,517,0.042164,0.020650,0.056,0.645,1.82%,13.602,1.567,0.285,0.124,0.102
20120930,Information Technology,656,0.018403,0.010785,0.000,0.525,2.23%,11.385,1.936,0.509,0.092,0.052
20120930,Materials,182,0.045796,0.040804,0.141,0.630,1.91%,13.034,1.731,0.255,0.134,0.101
20120930,Telecommunication Services,46,0.085227,0.041879,0.005,0.682,5.57%,10.255,1.662,0.570,0.135,0.034
20120930,Utilities,91,0.027322,0.013986,0.650,0.908,3.86%,16.281,1.124,0.278,0.089,0.065
20121031,Consumer Discretionary,533,-0.008272,-0.008212,0.038,0.546,2.07%,13.753,1.864,0.363,0.132,0.107
20121031,Consumer Staples,153,-0.007715,-0.010527,0.228,0.528,2.43%,15.607,1.866,0.339,0.141,0.100
20121031,Energy,205,-0.051806,-0.020958,0.000,0.779,1.46%,8.934,1.285,0.410,0.130,0.072
20121031,Financials,695,0.012334,0.018671,0.316,1.056,2.55%,12.893,0.998,0.690,0.021,0.067
20121031,Health Care,519,-0.051977,-0.014886,0.000,0.339,1.71%,-2.247,3.115,0.391,0.034,-0.034
20121031,Industrials,515,0.003530,0.001628,0.053,0.646,1.82%,13.746,1.573,0.286,0.124,0.103
20121031,Information Technology,653,-0.045811,-0.063633,0.000,0.522,2.43%,11.116,1.836,0.508,0.092,0.050
20121031,Materials,183,-0.006432,-0.010847,0.155,0.622,1.85%,12.844,1.701,0.255,0.134,0.097
20121031,Telecommunication Services,46,-0.040731,-0.041122,0.005,0.682,5.26%,9.997,1.613,0.570,0.135,0.034
20121031,Utilities,91,0.006016,0.013188,0.650,0.908,3.82%,16.458,1.123,0.278,0.089,0.065
20121130,Consumer Discretionary,532,0.013222,0.024769,0.021,0.528,2.03%,13.993,1.854,0.363,0.135,0.110
20121130,Consumer Staples,153,0.030377,0.015067,0.227,0.512,2.29%,17.434,1.971,0.347,0.148,0.106
20121130,Energy,204,-0.018196,-0.015911,0.000,0.778,1.54%,8.642,1.212,0.411,0.119,0.050
20121130,Financials,695,-0.003616,-0.008064,0.288,1.020,2.60%,12.055,0.955,0.707,0.022,0.071
20121130,Health Care,517,0.007867,0.009948,0.000,0.318,1.74%,-2.779,2.997,0.392,0.029,-0.049
20121130,Industrials,513,0.008151,0.017070,0.065,0.639,1.78%,14.230,1.528,0.282,0.124,0.098
20121130,Information Technology,653,-0.000299,0.013721,0.000,0.515,2.37%,10.632,1.821,0.511,0.089,0.047
20121130,Materials,182,0.002479,0.019971,0.165,0.599,1.83%,13.332,1.630,0.251,0.130,0.098
20121130,Telecommunication Services,46,-0.040009,-0.010306,0.060,0.613,5.72%,7.298,1.440,0.562,0.133,0.034
20121130,Utilities,90,-0.026999,-0.037638,0.636,0.903,4.00%,16.005,1.077,0.282,0.088,0.064
20121231,Consumer Discretionary,532,0.023552,0.008827,0.020,0.523,2.09%,13.980,1.828,0.364,0.135,0.114
20121231,Consumer Staples,153,-0.001345,-0.022628,0.220,0.506,2.39%,16.776,2.066,0.347,0.150,0.107
20121231,Energy,206,0.013377,0.012956,0.000,0.769,1.56%,8.826,1.205,0.412,0.119,0.051
20121231,Financials,695,0.027023,0.045805,0.286,1.016,2.58%,12.277,0.985,0.706,0.022,0.071
20121231,Health Care,517,0.001610,-0.000542,0.000,0.310,1.82%,-2.888,3.028,0.392,0.017,-0.058
20121231,Industrials,511,0.050881,0.031562,0.067,0.636,1.75%,14.706,1.581,0.282,0.125,0.099
20121231,Information Technology,646,0.034117,0.003037,0.000,0.515,2.32%,11.148,1.920,0.505,0.088,0.049
20121231,Materials,181,0.040420,0.027305,0.165,0.603,1.76%,14.313,1.703,0.251,0.131,0.100
20121231,Telecommunication Services,46,0.045554,-0.001987,0.060,0.613,5.59%,7.522,1.573,0.562,0.133,0.034
20121231,Utilities,89,0.008755,0.001640,0.636,0.903,3.99%,15.866,1.092,0.283,0.088,0.064
20130131,Consumer Discretionary,531,0.070317,0.061352,0.013,0.522,1.99%,14.839,1.915,0.364,0.134,0.114
20130131,Consumer Staples,151,0.052321,0.056509,0.227,0.496,2.32%,17.632,2.180,0.347,0.150,0.107
20130131,Energy,204,0.073905,0.074503,0.000,0.734,1.60%,9.453,1.323,0.417,0.119,0.050
20130131,Financials,698,0.082499,0.068554,0.283,1.013,2.44%,13.028,1.036,0.707,0.022,0.071
20130131,Health Care,516,0.093852,0.077131,0.000,0.310,1.69%,-3.024,3.271,0.389,0.012,-0.061
20130131,Industrials,508,0.078752,0.061768,0.068,0.636,1.60%,15.908,1.728,0.282,0.125,0.099
20130131,Information Technology,645,0.063928,0.023145,0.000,0.516,2.29%,11.323,2.061,0.506,0.088,0.049
20130131,Materials,180,0.051418,0.042217,0.157,0.608,1.71%,14.773,1.809,0.251,0.130,0.106
20130131,Telecommunication Services,46,0.040495,0.031668,0.060,0.613,5.77%,6.819,1.695,0.562,0.133,0.034
20130131,Utilities,89,0.050551,0.051782,0.636,0.903,3.80%,16.524,1.148,0.283,0.088,0.064
20130228,Consumer Discretionary,529,0.005671,0.006499,0.029,0.531,1.94%,14.321,1.858,0.364,0.133,0.111
20130228,Consumer Staples,151,0.012627,0.029582,0.283,0.456,2.25%,17.848,2.132,0.357,0.146,0.111
20130228,Energy,204,-0.007550,0.005546,0.000,0.791,1.56%,11.686,1.353,0.395,0.116,0.048
20130228,Financials,697,0.028469,0.013671,0.230,1.020,2.39%,13.536,1.039,0.733,0.022,0.075
20130228,Health Care,515,0.002945,0.012644,0.000,0.347,1.70%,-1.833,3.075,0.414,0.009,-0.040
20130228,Industrials,504,0.017105,0.023777,0.116,0.622,1.60%,15.571,1.748,0.285,0.124,0.102
20130228,Information Technology,643,0.012923,0.003877,0.000,0.525,2.24%,12.379,2.040,0.506,0.085,0.042
20130228,Materials,180,-0.004514,-0.006875,0.244,0.573,1.83%,15.795,1.838,0.246,0.131,0.102
20130228,Telecommunication Services,46,-0.033997,0.019707,0.153,0.631,4.96%,7.361,1.661,0.548,0.123,0.033
20130228,Utilities,89,0.021121,0.022411,0.666,0.917,3.71%,17.145,1.156,0.284,0.088,0.066
20130331,Consumer Discretionary,528,0.057671,0.048948,0.045,0.522,1.98%,14.928,1.966,0.363,0.132,0.109
20130331,Consumer Staples,152,0.055662,0.051423,0.255,0.460,2.18%,18.476,2.292,0.361,0.144,0.112
20130331,Energy,204,0.028699,0.026145,0.000,0.791,1.50%,11.945,1.413,0.396,0.116,0.048
20130331,Financials,697,0.041762,0.042713,0.228,1.022,2.30%,13.908,1.070,0.733,0.022,0.075
20130331,Health Care,511,0.053892,0.062901,0.000,0.344,1.71%,-1.771,3.171,0.421,0.011,-0.040
20130331,Industrials,501,0.052218,0.032603,0.122,0.615,1.55%,16.363,1.848,0.285,0.123,0.100
20130331,Information Technology,641,0.032375,0.024219,0.000,0.512,2.19%,12.519,2.122,0.503,0.084,0.045
20130331,Materials,179,0.026007,0.025789,0.246,0.565,1.75%,16.259,1.914,0.247,0.131,0.103
20130331,Telecommunication Services,46,0.038127,0.032961,0.153,0.631,4.55%,7.265,1.661,0.548,0.123,0.033
20130331,Utilities,89,0.054163,0.056314,0.666,0.917,3.63%,18.160,1.225,0.284,0.088,0.066
20130430,Consumer Discretionary,525,0.030939,0.032803,0.046,0.522,1.95%,15.550,2.019,0.362,0.133,0.111
20130430,Consumer Staples,152,0.015109,0.031232,0.277,0.453,2.26%,19.201,2.341,0.361,0.145,0.108
20130430,Energy,204,-0.042724,-0.011701,0.000,0.792,1.61%,10.947,1.302,0.396,0.116,0.046
20130430,Financials,693,-0.000913,0.015219,0.228,1.023,2.35%,13.803,1.062,0.731,0.022,0.075
20130430,Health Care,512,0.007080,0.030192,0.000,0.344,1.74%,-1.809,3.220,0.421,0.010,-0.040
20130430,Industrials,499,-0.021406,-0.012139,0.117,0.613,1.65%,15.955,1.775,0.285,0.122,0.099
20130430,Information Technology,638,-0.008244,0.005625,0.000,0.510,2.14%,11.991,2.158,0.501,0.086,0.045
20130430,Materials,177,-0.039424,-0.010559,0.255,0.559,1.81%,15.553,1.887,0.246,0.131,0.099
20130430,Telecommunication Services,46,0.080729,0.070646,0.153,0.631,4.48%,8.084,1.682,0.548,0.123,0.033
20130430,Utilities,89,0.044847,0.056066,0.666,0.917,3.41%,18.784,1.265,0.284,0.088,0.066
20130531,Consumer Discretionary,518,0.066116,0.037444,0.095,0.478,1.91%,16.136,2.228,0.358,0.133,0.106
20130531,Consumer Staples,153,0.031385,-0.019015,0.304,0.415,2.29%,19.099,2.426,0.354,0.142,0.106
20130531,Energy,203,0.061110,0.027310,0.000,0.713,1.67%,9.305,1.419,0.390,0.117,0.041
20130531,Financials,691,0.037575,0.073783,0.324,0.945,2.28%,13.671,1.078,0.752,0.022,0.077
20130531,Health Care,513,0.041460,0.019601,0.000,0.301,1.77%,-3.566,3.237,0.407,0.004,-0.077
20130531,Industrials,498,0.061730,0.049759,0.126,0.541,1.61%,15.839,1.887,0.287,0.121,0.098
20130531,Information Technology,642,0.056083,0.041935,0.000,0.462,2.04%,10.573,2.250,0.502,0.081,0.034
20130531,Materials,176,0.033040,0.018639,0.275,0.492,1.73%,16.730,1.932,0.234,0.122,0.094
20130531,Telecommunication Services,46,0.034570,-0.056512,0.347,0.588,4.70%,9.132,1.769,0.566,0.120,0.036
20130531,Utilities,89,-0.050920,-0.080347,0.645,0.837,3.59%,17.190,1.219,0.287,0.088,0.068
20130630,Consumer Discretionary,519,0.011722,0.005480,0.086,0.477,1.93%,16.153,2.245,0.355,0.134,0.104
20130630,Consumer Staples,150,0.009516,-0.000631,0.322,0.416,2.28%,19.443,2.298,0.345,0.143,0.106
20130630,Energy,201,-0.025995,-0.019501,0.000,0.719,1.76%,9.211,1.389,0.380,0.123,0.042
20130630,Financials,688,0.009475,-0.011519,0.321,0.945,2.30%,13.934,1.089,0.752,0.022,0.077
20130630,Health Care,517,-0.002930,-0.007371,0.000,0.300,1.76%,-3.486,3.306,0.405,-0.008,-0.079
20130630,Industrials,498,-0.011513,-0.015274,0.124,0.539,1.63%,16.270,1.865,0.286,0.120,0.096
20130630,Information Technology,643,0.012652,-0.028814,0.000,0.458,2.12%,10.479,2.283,0.501,0.081,0.032
20130630,Materials,177,-0.051173,-0.046887,0.275,0.504,1.84%,16.414,1.887,0.235,0.122,0.095
20130630,Telecommunication Services,46,0.028773,0.024343,0.347,0.588,4.35%,9.698,1.840,0.566,0.120,0.036
20130630,Utilities,88,-0.004912,0.008527,0.637,0.838,3.71%,17.295,1.210,0.289,0.088,0.068
20130731,Consumer Discretionary,522,0.054824,0.053431,0.079,0.477,1.82%,17.320,2.346,0.355,0.135,0.104
20130731,Consumer Staples,150,0.071163,0.042641,0.327,0.421,2.05%,20.119,2.448,0.345,0.142,0.106
20130731,Energy,201,0.073161,0.047878,0.000,0.725,1.70%,9.638,1.451,0.382,0.117,0.041
20130731,Financials,690,0.072272,0.065276,0.315,0.944,2.19%,14.939,1.182,0.749,0.022,0.078
20130731,Health Care,520,0.096955,0.078189,0.000,0.300,1.60%,-4.016,3.634,0.403,-0.008,-0.077
20130731,Industrials,498,0.072750,0.061529,0.126,0.536,1.49%,16.780,1.993,0.285,0.121,0.096
20130731,Information Technology,646,0.080389,0.053864,0.000,0.454,2.03%,11.668,2.435,0.503,0.080,0.033
20130731,Materials,177,0.060008,0.051560,0.270,0.497,1.71%,17.715,2.058,0.235,0.121,0.093
20130731,Telecommunication Services,46,0.118529,0.006545,0.347,0.596,4.16%,10.674,1.943,0.567,0.121,0.039
20130731,Utilities,88,0.061428,0.044484,0.637,0.838,3.55%,18.176,1.281,0.289,0.088,0.068
20130831,Consumer Discretionary,517,-0.029095,-0.026873,0.059,0.444,1.91%,16.231,2.241,0.356,0.135,0.107
20130831,Consumer Staples,151,-0.005618,-0.043523,0.332,0.429,2.18%,19.447,2.355,0.358,0.145,0.110
20130831,Energy,201,-0.013862,-0.014929,0.000,0.737,1.85%,9.581,1.414,0.382,0.122,0.037
20130831,Financials,693,-0.030845,-0.047839,0.320,0.896,2.27%,13.791,1.136,0.768,0.023,0.080
20130831,Health Care,522,-0.020994,-0.032341,0.000,0.302,1.73%,-4.558,3.459,0.401,-0.029,-0.095
20130831,Industrials,496,-0.016335,-0.026762,0.118,0.547,1.51%,16.659,1.874,0.286,0.125,0.094
20130831,Information Technology,648,-0.012602,-0.003009,0.000,0.431,2.02%,11.881,2.405,0.505,0.078,0.034
20130831,Materials,178,-0.007086,-0.008557,0.270,0.547,1.75%,15.081,1.927,0.238,0.115,0.085
20130831,Telecommunication Services,47,-0.052779,-0.039405,0.327,0.559,4.35%,8.850,1.731,0.561,0.116,0.031
20130831,Utilities,88,-0.060150,-0.051618,0.658,0.850,3.78%,17.000,1.162,0.284,0.088,0.068
20130930,Consumer Discretionary,518,0.059031,0.061006,0.045,0.428,1.80%,16.861,2.390,0.358,0.137,0.109
20130930,Consumer Staples,151,0.040856,0.013896,0.332,0.422,2.17%,19.615,2.476,0.358,0.146,0.112
20130930,Energy,201,0.055939,0.020899,0.000,0.734,1.89%,10.410,1.469,0.382,0.123,0.035
20130930,Financials,692,0.039414,0.029130,0.320,0.894,2.20%,14.444,1.184,0.768,0.023,0.080
20130930,Health Care,529,0.094641,0.039187,0.000,0.301,1.68%,-5.112,3.794,0.400,-0.036,-0.092
20130930,Industrials,496,0.071278,0.061354,0.118,0.540,1.45%,17.578,2.005,0.286,0.125,0.094
20130930,Information Technology,642,0.057690,0.038797,0.000,0.429,2.00%,12.067,2.501,0.505,0.080,0.034
20130930,Materials,177,0.045895,0.047016,0.271,0.537,1.77%,16.428,2.079,0.237,0.114,0.085
20130930,Telecommunication Services,47,0.055795,0.003515,0.351,0.556,4.41%,10.820,2.062,0.562,0.116,0.030
20130930,Utilities,89,0.023198,0.013996,0.656,0.852,3.73%,17.234,1.185,0.287,0.088,0.069
20131031,Consumer Discretionary,517,0.030286,0.040023,0.055,0.424,1.71%,17.004,2.471,0.357,0.136,0.109
20131031,Consumer Staples,151,0.040282,0.058539,0.333,0.411,2.04%,19.727,2.604,0.360,0.147,0.112
20131031,Energy,200,0.048403,0.043489,0.000,0.731,1.72%,10.217,1.527,0.384,0.124,0.039
20131031,Financials,693,0.029000,0.035362,0.320,0.894,2.14%,14.890,1.206,0.768,0.023,0.080
20131031,Health Care,529,-0.013602,0.033864,0.000,0.300,1.63%,-4.627,3.784,0.399,-0.040,-0.093
20131031,Industrials,495,0.050441,0.048576,0.119,0.539,1.39%,18.150,2.117,0.285,0.125,0.095
20131031,Information Technology,640,0.015481,0.037015,0.000,0.426,1.93%,12.446,2.563,0.506,0.081,0.034
20131031,Materials,177,0.036134,0.038510,0.260,0.537,1.66%,16.839,2.143,0.239,0.115,0.083
20131031,Telecommunication Services,48,0.032443,0.081648,0.351,0.546,4.20%,7.731,2.317,0.561,0.115,0.030
20131031,Utilities,89,0.040066,0.039299,0.656,0.852,3.61%,17.693,1.225,0.287,0.088,0.069
20131130,Consumer Discretionary,517,0.040315,0.035232,0.068,0.425,1.69%,17.355,2.481,0.351,0.135,0.108
20131130,Consumer Staples,149,0.020365,0.018206,0.337,0.377,1.99%,18.744,2.827,0.362,0.147,0.109
20131130,Energy,199,-0.008322,0.005313,0.000,0.674,1.75%,12.167,1.542,0.375,0.130,0.045
20131130,Financials,692,0.045591,0.056268,0.305,0.866,2.03%,15.212,1.236,0.781,0.023,0.083
20131130,Health Care,533,0.078292,0.048550,0.000,0.269,1.54%,-4.836,3.817,0.398,-0.046,-0.108
20131130,Industrials,496,0.041505,0.036402,0.114,0.528,1.32%,18.786,2.127,0.287,0.123,0.093
20131130,Information Technology,643,0.043703,0.032902,0.000,0.399,1.86%,13.217,2.654,0.500,0.081,0.035
20131130,Materials,177,0.011457,0.010302,0.264,0.498,1.63%,17.911,2.113,0.241,0.115,0.082
20131130,Telecommunication Services,49,0.000725,-0.013066,0.390,0.502,3.84%,0.729,2.068,0.561,0.113,0.024
20131130,Utilities,90,-0.001193,-0.018828,0.617,0.860,3.63%,18.323,1.179,0.283,0.087,0.066
20131231,Consumer Discretionary,520,0.016194,0.022981,0.065,0.411,1.69%,18.034,2.526,0.350,0.135,0.105
20131231,Consumer Staples,147,0.010924,0.004674,0.350,0.374,2.09%,19.622,2.704,0.360,0.146,0.109
20131231,Energy,199,0.020930,0.033271,0.000,0.668,1.73%,12.844,1.518,0.375,0.130,0.046
20131231,Financials,693,0.015575,0.023417,0.305,0.863,2.07%,15.359,1.258,0.781,0.023,0.083
20131231,Health Care,542,0.048733,0.010271,0.000,0.269,1.62%,-5.244,3.962,0.397,-0.046,-0.095
20131231,Industrials,495,0.046213,0.039984,0.114,0.517,1.31%,19.763,2.163,0.288,0.123,0.093
20131231,Information Technology,641,0.039224,0.043758,0.000,0.397,1.83%,13.757,2.719,0.502,0.080,0.036
20131231,Materials,177,0.036587,0.041836,0.265,0.498,1.64%,17.617,2.226,0.241,0.115,0.082
20131231,Telecommunication Services,49,0.049052,0.037277,0.390,0.502,3.81%,0.700,2.079,0.561,0.113,0.024
20131231,Utilities,89,0.014576,0.012389,0.621,0.857,3.64%,18.389,1.206,0.283,0.086,0.066
20140131,Consumer Discretionary,526,-0.047229,-0.057969,0.065,0.411,1.83%,17.022,2.373,0.350,0.133,0.104
20140131,Consumer Staples,146,-0.039361,-0.052452,0.344,0.363,2.20%,18.837,2.620,0.362,0.145,0.119
20140131,Energy,203,-0.019429,-0.061221,0.000,0.663,1.93%,11.744,1.552,0.378,0.130,0.046
20140131,Financials,695,-0.023559,-0.042884,0.305,0.866,2.17%,14.787,1.201,0.780,0.023,0.083
20140131,Health Care,543,0.090793,0.020571,0.000,0.267,1.65%,-6.174,4.306,0.393,-0.051,-0.110
20140131,Industrials,494,-0.019502,-0.039288,0.114,0.511,1.39%,18.432,2.107,0.288,0.123,0.092
20140131,Information Technology,641,0.013484,-0.019443,0.000,0.394,1.91%,13.068,2.689,0.504,0.079,0.036
20140131,Materials,177,0.017672,-0.049070,0.265,0.498,1.68%,16.378,2.129,0.241,0.113,0.082
20140131,Telecommunication Services,49,0.017230,-0.048075,0.390,0.502,4.00%,0.719,2.286,0.561,0.113,0.024
20140131,Utilities,88,0.015781,0.026338,0.621,0.854,3.67%,18.720,1.225,0.283,0.087,0.066
20140228,Consumer Discretionary,526,0.053990,0.062969,0.004,0.400,1.73%,18.200,2.365,0.351,0.131,0.103
