public_date,gicdesc,NFIRM,indret_ew,indret_vw,dpr_Median,bm_Median,divyield_Median,pe_exi_Median,ptb_Median,gpm_Median,roa_Median,roe_Median
20140228,Consumer Staples,146,0.044907,0.035802,0.334,0.364,2.19%,20.125,2.643,0.361,0.142,0.120
20140228,Energy,205,0.072321,0.051820,0.000,0.641,1.79%,12.659,1.651,0.401,0.127,0.052
20140228,Financials,693,0.031477,0.029800,0.229,0.809,2.09%,15.046,1.199,0.801,0.022,0.083
20140228,Health Care,542,0.059226,0.059847,0.000,0.261,1.66%,-4.232,4.373,0.410,-0.047,-0.065
20140228,Industrials,489,0.045461,0.041286,0.113,0.470,1.34%,19.958,2.173,0.290,0.123,0.090
20140228,Information Technology,640,0.049608,0.048452,0.000,0.360,1.84%,13.270,2.829,0.504,0.079,0.034
20140228,Materials,177,0.052908,0.064389,0.210,0.471,1.57%,16.571,2.093,0.243,0.118,0.095
20140228,Telecommunication Services,48,-0.017793,-0.006443,0.389,0.496,3.86%,8.135,2.147,0.568,0.109,0.032
20140228,Utilities,87,0.031162,0.033264,0.642,0.852,3.68%,19.085,1.218,0.283,0.087,0.066
20140331,Consumer Discretionary,527,-0.007957,-0.024934,0.002,0.410,1.78%,18.611,2.346,0.349,0.130,0.102
20140331,Consumer Staples,146,0.025727,0.023178,0.291,0.370,2.08%,19.950,2.726,0.360,0.139,0.119
20140331,Energy,207,0.034335,0.024338,0.000,0.647,1.61%,13.017,1.769,0.412,0.128,0.052
20140331,Financials,695,0.017156,0.030411,0.229,0.808,2.11%,15.302,1.214,0.801,0.022,0.082
20140331,Health Care,550,-0.036899,-0.022044,0.000,0.261,1.73%,-3.842,4.200,0.408,-0.049,-0.065
20140331,Industrials,488,0.020419,0.006897,0.118,0.465,1.42%,19.824,2.185,0.291,0.123,0.090
20140331,Information Technology,643,-0.019126,-0.006310,0.000,0.358,1.80%,13.658,2.853,0.504,0.079,0.034
20140331,Materials,176,0.003992,0.003780,0.236,0.474,1.57%,17.104,2.152,0.241,0.117,0.094
20140331,Telecommunication Services,46,0.042445,0.046321,0.395,0.498,4.19%,8.860,2.157,0.568,0.118,0.034
20140331,Utilities,87,0.031899,0.032122,0.642,0.852,3.50%,19.619,1.241,0.283,0.087,0.066
20140430,Consumer Discretionary,527,-0.038181,-0.018910,0.002,0.414,1.88%,18.152,2.317,0.349,0.130,0.102
20140430,Consumer Staples,146,-0.015825,0.028976,0.286,0.370,2.19%,19.407,2.816,0.363,0.139,0.122
20140430,Energy,206,0.037306,0.053746,0.000,0.643,1.47%,13.825,1.817,0.419,0.129,0.053
20140430,Financials,696,-0.027264,-0.029387,0.227,0.809,2.18%,14.848,1.198,0.801,0.022,0.082
20140430,Health Care,564,-0.088143,-0.017530,0.000,0.260,1.73%,-3.320,3.927,0.405,-0.077,-0.065
20140430,Industrials,486,-0.027627,0.008623,0.119,0.463,1.49%,19.712,2.189,0.292,0.123,0.090
20140430,Information Technology,642,-0.065966,-0.013751,0.000,0.357,1.85%,13.075,2.692,0.503,0.080,0.034
20140430,Materials,177,-0.021771,-0.000526,0.224,0.474,1.63%,16.704,2.076,0.241,0.116,0.093
20140430,Telecommunication Services,46,-0.048360,0.001344,0.395,0.498,4.29%,8.159,1.887,0.568,0.118,0.034
20140430,Utilities,88,0.020052,0.037950,0.634,0.855,3.43%,19.671,1.245,0.283,0.087,0.066
20140531,Consumer Discretionary,529,-0.000826,0.021273,0.063,0.424,1.90%,17.735,2.308,0.349,0.128,0.106
20140531,Consumer Staples,145,0.012351,0.016459,0.329,0.369,2.14%,19.209,2.845,0.363,0.135,0.121
20140531,Energy,205,0.001452,0.012963,0.000,0.610,1.65%,13.881,1.736,0.421,0.134,0.048
20140531,Financials,696,0.004617,0.009109,0.288,0.839,2.18%,14.675,1.173,0.803,0.022,0.085
20140531,Health Care,574,0.006754,0.028628,0.000,0.253,1.69%,-5.536,3.527,0.365,-0.103,-0.164
20140531,Industrials,485,0.000273,0.017977,0.148,0.450,1.43%,19.563,2.138,0.295,0.122,0.087
20140531,Information Technology,650,-0.001805,0.031660,0.000,0.357,1.81%,11.630,2.584,0.498,0.080,0.023
20140531,Materials,175,-0.019519,0.019808,0.223,0.467,1.59%,17.254,2.115,0.241,0.110,0.085
20140531,Telecommunication Services,46,0.038970,0.049306,0.274,0.406,4.10%,9.140,2.142,0.560,0.117,0.036
20140531,Utilities,88,0.006898,-0.006067,0.603,0.840,3.48%,18.391,1.249,0.284,0.088,0.067
20140630,Consumer Discretionary,531,0.035867,0.028520,0.049,0.423,1.84%,18.283,2.378,0.348,0.126,0.101
20140630,Consumer Staples,145,0.000056,-0.000852,0.332,0.368,2.11%,19.844,2.811,0.363,0.135,0.121
20140630,Energy,204,0.074707,0.049467,0.000,0.603,1.73%,14.615,1.863,0.421,0.134,0.048
20140630,Financials,700,0.032608,0.032598,0.288,0.831,2.18%,15.098,1.216,0.801,0.023,0.085
20140630,Health Care,580,0.081147,0.028295,0.000,0.252,1.75%,-5.781,3.654,0.365,-0.103,-0.138
20140630,Industrials,485,0.034582,0.008946,0.149,0.449,1.41%,19.854,2.181,0.295,0.122,0.087
20140630,Information Technology,655,0.059179,0.033820,0.000,0.349,1.77%,12.164,2.720,0.500,0.079,0.023
20140630,Materials,175,0.056099,0.029216,0.223,0.467,1.52%,17.658,2.170,0.241,0.110,0.085
20140630,Telecommunication Services,44,0.030906,-0.014572,0.274,0.500,3.87%,10.946,2.231,0.541,0.128,0.038
20140630,Utilities,88,0.046114,0.045100,0.603,0.840,3.36%,19.293,1.314,0.284,0.088,0.067
20140731,Consumer Discretionary,533,-0.047699,-0.019942,0.047,0.423,1.91%,17.164,2.241,0.348,0.128,0.102
20140731,Consumer Staples,144,-0.050960,-0.034818,0.332,0.368,2.28%,19.242,2.635,0.360,0.138,0.121
20140731,Energy,205,-0.069562,-0.035122,0.000,0.607,1.87%,14.022,1.718,0.423,0.134,0.049
20140731,Financials,702,-0.025308,-0.022685,0.287,0.829,2.25%,14.554,1.181,0.803,0.023,0.086
20140731,Health Care,584,-0.063206,-0.003044,0.000,0.253,1.79%,-5.445,3.478,0.370,-0.103,-0.138
20140731,Industrials,488,-0.056618,-0.043576,0.149,0.447,1.49%,18.841,2.078,0.295,0.123,0.088
20140731,Information Technology,653,-0.049849,0.004099,0.000,0.346,1.88%,12.085,2.648,0.499,0.078,0.023
20140731,Materials,172,-0.031754,-0.032983,0.233,0.469,1.62%,16.779,2.042,0.242,0.111,0.088
20140731,Telecommunication Services,43,-0.019791,0.017693,0.274,0.453,3.66%,11.054,2.131,0.534,0.128,0.039
20140731,Utilities,88,-0.063587,-0.069517,0.603,0.840,3.61%,17.863,1.228,0.284,0.088,0.067
20140831,Consumer Discretionary,535,0.034160,0.043695,0.040,0.412,1.89%,18.248,2.334,0.348,0.128,0.097
20140831,Consumer Staples,142,0.053492,0.047268,0.318,0.363,2.23%,19.888,2.718,0.361,0.135,0.117
20140831,Energy,211,0.026423,0.029602,0.000,0.515,1.80%,13.719,1.830,0.409,0.130,0.040
20140831,Financials,699,0.032968,0.041569,0.290,0.844,2.17%,15.031,1.167,0.810,0.023,0.084
20140831,Health Care,593,0.048086,0.054250,0.000,0.269,1.83%,-5.572,3.573,0.364,-0.116,-0.167
20140831,Industrials,488,0.046327,0.045192,0.126,0.456,1.45%,18.840,2.137,0.294,0.121,0.092
20140831,Information Technology,654,0.049207,0.043727,0.000,0.367,1.78%,11.435,2.724,0.500,0.079,0.017
20140831,Materials,173,0.040023,0.040741,0.243,0.489,1.54%,18.795,2.100,0.245,0.113,0.085
20140831,Telecommunication Services,43,-0.003716,-0.023962,0.267,0.431,3.64%,10.758,2.141,0.544,0.133,0.045
20140831,Utilities,87,0.051657,0.051682,0.617,0.778,3.46%,18.017,1.244,0.275,0.087,0.065
20140930,Consumer Discretionary,534,-0.036876,-0.028714,0.040,0.401,2.00%,17.175,2.176,0.345,0.128,0.099
20140930,Consumer Staples,143,-0.010546,0.005319,0.325,0.372,2.24%,19.507,2.567,0.359,0.133,0.116
20140930,Energy,212,-0.119031,-0.077477,0.000,0.505,2.08%,11.761,1.665,0.404,0.131,0.040
20140930,Financials,705,-0.024102,-0.004861,0.287,0.843,2.24%,14.466,1.156,0.806,0.023,0.084
20140930,Health Care,607,-0.046738,-0.005506,0.000,0.267,1.80%,-5.289,3.490,0.364,-0.128,-0.173
20140930,Industrials,490,-0.053128,-0.022994,0.124,0.457,1.54%,18.013,2.050,0.291,0.121,0.090
20140930,Information Technology,653,-0.046966,-0.015485,0.000,0.364,1.87%,10.978,2.602,0.498,0.079,0.017
20140930,Materials,173,-0.085254,-0.033037,0.243,0.497,1.73%,17.420,1.988,0.240,0.114,0.085
20140930,Telecommunication Services,43,-0.021547,0.005819,0.237,0.431,4.23%,10.466,1.950,0.544,0.133,0.054
20140930,Utilities,89,-0.046740,-0.027617,0.619,0.778,3.63%,17.075,1.188,0.275,0.086,0.065
20141031,Consumer Discretionary,531,0.041098,0.023079,0.051,0.404,1.87%,17.610,2.283,0.344,0.128,0.100
20141031,Consumer Staples,142,0.043703,0.034739,0.330,0.374,2.15%,19.444,2.838,0.362,0.132,0.103
20141031,Energy,212,-0.128108,-0.040376,0.000,0.515,2.20%,10.450,1.360,0.401,0.131,0.040
20141031,Financials,704,0.047092,0.028480,0.288,0.843,2.09%,15.336,1.231,0.806,0.023,0.085
20141031,Health Care,611,0.053444,0.059539,0.000,0.266,1.68%,-5.315,3.667,0.366,-0.131,-0.173
20141031,Industrials,490,0.043075,0.040440,0.126,0.459,1.43%,18.770,2.142,0.290,0.121,0.089
20141031,Information Technology,654,0.015440,0.018939,0.000,0.367,1.78%,10.665,2.659,0.502,0.078,0.017
20141031,Materials,174,0.003548,-0.004884,0.243,0.493,1.72%,19.062,2.089,0.240,0.114,0.084
20141031,Telecommunication Services,42,0.039174,0.006380,0.207,0.436,3.57%,11.228,1.985,0.559,0.131,0.052
20141031,Utilities,89,0.087830,0.083679,0.619,0.778,3.33%,18.942,1.331,0.275,0.086,0.065
20141130,Consumer Discretionary,530,0.026232,0.054985,0.056,0.440,1.77%,18.689,2.373,0.344,0.129,0.097
20141130,Consumer Staples,143,0.020355,0.058833,0.304,0.360,2.07%,19.928,2.818,0.356,0.132,0.102
20141130,Energy,209,-0.157688,-0.090861,0.000,0.642,2.26%,9.852,1.132,0.422,0.135,0.052
20141130,Financials,703,-0.000439,0.016687,0.294,0.881,2.13%,15.095,1.175,0.812,0.023,0.085
20141130,Health Care,609,0.008295,0.029457,0.000,0.280,1.55%,-4.828,3.637,0.378,-0.113,-0.179
20141130,Industrials,491,-0.009581,0.028887,0.129,0.482,1.49%,18.698,2.017,0.297,0.123,0.091
20141130,Information Technology,653,0.021528,0.048378,0.000,0.380,1.75%,11.922,2.676,0.496,0.079,0.022
20141130,Materials,174,-0.006421,0.017925,0.232,0.498,1.72%,17.494,2.155,0.242,0.121,0.083
20141130,Telecommunication Services,40,0.006806,0.006221,0.295,0.510,3.50%,12.781,2.110,0.553,0.132,0.031
20141130,Utilities,89,-0.004948,0.008145,0.603,0.853,3.39%,18.854,1.270,0.279,0.087,0.067
20141231,Consumer Discretionary,530,0.009476,0.005614,0.059,0.442,1.75%,18.622,2.386,0.342,0.127,0.097
20141231,Consumer Staples,144,0.030303,-0.007371,0.305,0.350,2.06%,20.897,2.872,0.354,0.132,0.102
20141231,Energy,211,-0.082662,-0.002030,0.005,0.630,2.32%,10.098,1.062,0.412,0.135,0.054
20141231,Financials,708,0.028668,0.019853,0.292,0.881,2.10%,15.689,1.215,0.812,0.023,0.085
20141231,Health Care,616,0.054807,-0.004449,0.000,0.280,1.66%,-5.133,3.731,0.376,-0.127,-0.174
20141231,Industrials,489,0.022464,0.001938,0.131,0.480,1.46%,18.727,2.075,0.297,0.123,0.093
20141231,Information Technology,646,0.021553,-0.011742,0.000,0.380,1.70%,12.160,2.725,0.499,0.080,0.024
20141231,Materials,172,0.002041,0.000462,0.240,0.506,1.70%,18.110,2.139,0.240,0.120,0.083
20141231,Telecommunication Services,41,0.006202,-0.062300,0.257,0.505,3.50%,10.148,2.096,0.571,0.131,0.030
20141231,Utilities,90,0.026725,0.034020,0.600,0.852,3.25%,19.679,1.300,0.278,0.087,0.067
20150131,Consumer Discretionary,531,-0.025840,-0.026770,0.052,0.442,1.80%,17.796,2.290,0.342,0.127,0.097
20150131,Consumer Staples,143,-0.025062,-0.012639,0.306,0.339,2.12%,21.152,2.869,0.356,0.134,0.105
20150131,Energy,211,-0.099660,-0.047672,0.005,0.630,2.41%,8.969,0.998,0.412,0.135,0.054
20150131,Financials,710,-0.050608,-0.082531,0.291,0.881,2.30%,14.762,1.155,0.812,0.023,0.085
20150131,Health Care,625,0.022017,0.016331,0.000,0.280,1.62%,-5.351,3.807,0.371,-0.119,-0.168
20150131,Industrials,492,-0.057751,-0.038215,0.130,0.482,1.55%,17.518,1.964,0.294,0.123,0.093
20150131,Information Technology,645,-0.036091,-0.037010,0.000,0.379,1.76%,11.494,2.537,0.497,0.080,0.024
20150131,Materials,171,-0.046002,-0.030206,0.232,0.505,1.80%,16.059,2.047,0.240,0.122,0.083
20150131,Telecommunication Services,40,-0.019091,-0.005464,0.257,0.500,3.49%,10.643,2.149,0.575,0.132,0.031
20150131,Utilities,90,0.013654,0.021058,0.600,0.852,3.21%,19.833,1.345,0.278,0.087,0.067
20150228,Consumer Discretionary,529,0.057692,0.081122,0.076,0.407,1.79%,19.132,2.488,0.337,0.127,0.101
20150228,Consumer Staples,143,0.031505,0.040790,0.297,0.337,2.08%,22.569,2.804,0.337,0.135,0.106
20150228,Energy,211,0.117861,0.046659,0.000,0.858,2.14%,6.726,1.157,0.362,0.125,0.052
20150228,Financials,707,0.047464,0.073576,0.262,0.841,2.19%,15.145,1.160,0.817,0.023,0.082
20150228,Health Care,626,0.093186,0.047436,0.000,0.259,1.58%,-3.754,4.159,0.394,-0.144,-0.085
20150228,Industrials,492,0.064840,0.060704,0.145,0.454,1.47%,18.175,2.111,0.291,0.124,0.095
20150228,Information Technology,646,0.074870,0.084717,0.000,0.354,1.68%,13.188,2.738,0.508,0.081,0.034
20150228,Materials,170,0.067839,0.081489,0.258,0.483,1.75%,19.371,2.120,0.244,0.118,0.077
20150228,Telecommunication Services,40,0.041409,0.069287,0.000,0.456,3.42%,7.952,2.066,0.568,0.111,0.026
20150228,Utilities,90,-0.032512,-0.058126,0.598,0.769,3.39%,18.375,1.247,0.285,0.087,0.067
20150331,Consumer Discretionary,529,0.013011,-0.000856,0.053,0.407,1.80%,19.306,2.501,0.341,0.128,0.103
20150331,Consumer Staples,142,0.023861,-0.017680,0.299,0.335,2.16%,22.230,2.834,0.339,0.135,0.106
20150331,Energy,210,-0.072364,-0.019993,0.000,0.879,2.35%,5.897,1.112,0.364,0.128,0.052
20150331,Financials,706,0.021276,-0.000826,0.257,0.840,2.19%,15.520,1.187,0.817,0.023,0.082
20150331,Health Care,630,0.017281,0.014549,0.000,0.258,1.59%,-3.850,4.325,0.391,-0.151,-0.090
20150331,Industrials,490,-0.000733,-0.015138,0.132,0.456,1.46%,18.544,2.104,0.291,0.125,0.095
20150331,Information Technology,641,-0.012140,-0.027762,0.000,0.354,1.81%,13.837,2.719,0.505,0.081,0.036
20150331,Materials,169,-0.015947,-0.036796,0.258,0.489,1.74%,18.773,2.117,0.245,0.117,0.075
20150331,Telecommunication Services,40,-0.004526,-0.035150,0.000,0.456,3.81%,7.848,2.023,0.568,0.111,0.026
20150331,Utilities,90,0.008011,-0.006522,0.598,0.769,3.43%,18.479,1.232,0.285,0.087,0.067
20150430,Consumer Discretionary,527,-0.017746,-0.003410,0.051,0.407,1.84%,18.597,2.470,0.340,0.128,0.100
20150430,Consumer Staples,142,-0.007808,-0.012148,0.299,0.324,2.23%,21.201,2.817,0.339,0.136,0.107
20150430,Energy,210,0.145922,0.068197,0.000,0.879,1.99%,6.600,1.206,0.364,0.128,0.052
20150430,Financials,705,0.001568,0.009467,0.256,0.840,2.23%,15.534,1.196,0.817,0.023,0.082
20150430,Health Care,636,-0.045570,-0.018307,0.000,0.258,1.64%,-3.648,4.085,0.390,-0.156,-0.090
20150430,Industrials,493,-0.008801,-0.005778,0.132,0.458,1.51%,18.101,2.065,0.291,0.125,0.091
20150430,Information Technology,637,0.007306,0.018526,0.000,0.358,1.88%,14.367,2.676,0.504,0.081,0.036
20150430,Materials,167,0.035185,0.014269,0.258,0.475,1.65%,18.928,2.124,0.245,0.117,0.075
20150430,Telecommunication Services,41,0.028002,0.054477,0.000,0.444,3.96%,4.133,1.881,0.573,0.105,0.030
20150430,Utilities,90,0.006643,-0.005008,0.598,0.769,3.47%,18.059,1.260,0.285,0.087,0.067
20150531,Consumer Discretionary,527,0.000186,0.012473,0.081,0.389,1.85%,17.886,2.432,0.342,0.128,0.101
20150531,Consumer Staples,141,0.020679,0.006935,0.309,0.327,2.15%,22.038,2.922,0.338,0.134,0.107
20150531,Energy,207,-0.071823,-0.052247,0.000,0.879,2.02%,4.243,1.193,0.301,0.093,0.014
20150531,Financials,709,0.008511,0.021050,0.295,0.849,2.27%,15.102,1.179,0.819,0.023,0.083
20150531,Health Care,631,0.055181,0.055588,0.000,0.240,1.56%,-5.233,4.114,0.358,-0.171,-0.223
20150531,Industrials,490,-0.003934,0.002408,0.172,0.461,1.53%,17.683,2.067,0.291,0.118,0.090
20150531,Information Technology,637,0.028824,0.022765,0.000,0.357,1.80%,14.576,2.698,0.503,0.081,0.028
20150531,Materials,167,-0.004390,0.002412,0.291,0.467,1.76%,17.997,2.260,0.251,0.116,0.079
20150531,Telecommunication Services,41,0.015919,-0.008666,0.205,0.447,4.15%,4.367,2.220,0.567,0.118,0.022
20150531,Utilities,90,-0.000636,0.003528,0.612,0.819,3.50%,18.078,1.205,0.292,0.087,0.065
20150630,Consumer Discretionary,529,-0.000697,0.007101,0.074,0.384,1.86%,17.618,2.424,0.343,0.125,0.100
20150630,Consumer Staples,140,0.007049,-0.018399,0.298,0.327,2.10%,21.758,3.017,0.331,0.130,0.107
20150630,Energy,207,-0.077113,-0.037199,0.000,0.868,2.05%,3.679,1.173,0.298,0.093,0.014
20150630,Financials,708,0.026850,0.011322,0.295,0.849,2.22%,15.876,1.214,0.819,0.023,0.083
20150630,Health Care,639,0.027070,0.005246,0.000,0.239,1.59%,-5.667,4.290,0.367,-0.175,-0.224
20150630,Industrials,486,-0.002391,-0.021733,0.175,0.456,1.56%,17.471,2.114,0.290,0.119,0.091
20150630,Information Technology,634,-0.013192,-0.037492,0.000,0.353,1.82%,13.748,2.698,0.504,0.081,0.027
20150630,Materials,167,-0.033529,-0.040082,0.284,0.463,1.81%,17.559,2.165,0.251,0.116,0.080
20150630,Telecommunication Services,41,-0.031213,-0.020123,0.205,0.447,3.99%,4.624,2.141,0.567,0.118,0.022
20150630,Utilities,90,-0.054726,-0.061099,0.612,0.819,3.74%,17.165,1.156,0.292,0.087,0.065
20150731,Consumer Discretionary,530,-0.014291,0.042278,0.081,0.381,1.89%,17.560,2.383,0.342,0.125,0.100
20150731,Consumer Staples,139,-0.010759,0.047077,0.293,0.328,2.09%,21.709,3.007,0.338,0.130,0.105
20150731,Energy,202,-0.196811,-0.092002,0.006,0.865,2.43%,3.353,0.936,0.302,0.093,0.014
20150731,Financials,703,0.000578,0.020997,0.295,0.850,2.17%,15.823,1.220,0.818,0.023,0.083
20150731,Health Care,647,-0.002034,0.025852,0.000,0.239,1.58%,-5.431,4.414,0.358,-0.177,-0.223
20150731,Industrials,486,-0.037356,0.002647,0.175,0.456,1.62%,17.140,2.039,0.292,0.119,0.091
20150731,Information Technology,630,-0.040608,0.016400,0.000,0.354,1.94%,13.257,2.568,0.503,0.081,0.027
20150731,Materials,165,-0.083237,-0.043156,0.284,0.462,1.98%,16.760,2.048,0.251,0.116,0.080
20150731,Telecommunication Services,41,-0.015508,-0.004943,0.205,0.447,4.24%,4.353,2.313,0.567,0.118,0.022
20150731,Utilities,89,0.033702,0.056094,0.608,0.810,3.61%,17.946,1.170,0.292,0.087,0.065
20150831,Consumer Discretionary,531,-0.052799,-0.063391,0.058,0.394,1.99%,16.500,2.184,0.347,0.125,0.100
20150831,Consumer Staples,139,-0.038623,-0.059268,0.305,0.340,2.19%,19.000,2.657,0.337,0.132,0.104
20150831,Energy,202,0.027296,-0.037892,0.000,0.831,2.70%,-0.173,0.938,0.253,0.076,-0.025
20150831,Financials,702,-0.033229,-0.068600,0.296,0.829,2.30%,14.945,1.172,0.823,0.023,0.085
20150831,Health Care,654,-0.073309,-0.081159,0.000,0.244,1.72%,-4.418,3.722,0.362,-0.180,-0.245
20150831,Industrials,486,-0.043089,-0.051214,0.146,0.478,1.68%,16.280,1.900,0.296,0.120,0.089
20150831,Information Technology,633,-0.056823,-0.058514,0.000,0.367,1.96%,12.257,2.420,0.508,0.079,0.017
20150831,Materials,163,-0.053869,-0.054161,0.293,0.459,2.08%,15.650,1.996,0.252,0.113,0.077
20150831,Telecommunication Services,41,-0.013260,-0.020284,0.131,0.459,4.70%,6.769,1.990,0.564,0.115,0.015
20150831,Utilities,91,-0.033129,-0.036333,0.621,0.863,3.72%,17.396,1.158,0.294,0.086,0.066
20150930,Consumer Discretionary,536,-0.049078,-0.017688,0.089,0.396,2.06%,16.262,2.041,0.345,0.126,0.101
20150930,Consumer Staples,142,-0.032660,0.000351,0.301,0.336,2.34%,18.272,2.601,0.350,0.132,0.105
20150930,Energy,201,-0.169779,-0.076406,0.000,0.826,2.98%,-0.076,0.830,0.258,0.076,-0.023
20150930,Financials,707,-0.006742,-0.035222,0.290,0.825,2.31%,14.898,1.182,0.823,0.023,0.085
20150930,Health Care,666,-0.112741,-0.063289,0.000,0.241,1.75%,-3.696,3.304,0.361,-0.192,-0.246
20150930,Industrials,484,-0.065395,-0.028320,0.146,0.478,1.79%,15.346,1.817,0.295,0.120,0.089
20150930,Information Technology,633,-0.028071,-0.012350,0.000,0.372,1.99%,11.404,2.382,0.509,0.078,0.016
20150930,Materials,164,-0.102215,-0.084987,0.290,0.451,2.42%,14.353,1.868,0.253,0.113,0.078
20150930,Telecommunication Services,42,-0.005316,-0.043735,0.131,0.478,5.05%,3.515,2.115,0.540,0.113,0.011
20150930,Utilities,92,0.006668,0.025007,0.621,0.862,3.62%,18.326,1.206,0.296,0.086,0.065
20151031,Consumer Discretionary,534,0.040413,0.077313,0.091,0.396,1.98%,16.593,2.169,0.345,0.127,0.102
20151031,Consumer Staples,143,0.067590,0.049672,0.299,0.332,2.21%,19.420,2.672,0.352,0.132,0.106
20151031,Energy,200,0.080519,0.111070,0.000,0.830,2.63%,-0.084,0.946,0.266,0.076,-0.023
20151031,Financials,705,0.040691,0.057342,0.291,0.827,2.24%,15.372,1.217,0.822,0.023,0.085
20151031,Health Care,665,0.027748,0.063432,0.000,0.242,1.64%,-3.786,3.300,0.340,-0.203,-0.246
20151031,Industrials,483,0.067033,0.084789,0.148,0.479,1.65%,16.237,1.929,0.298,0.120,0.089
20151031,Information Technology,628,0.055661,0.100992,0.000,0.370,1.82%,11.966,2.598,0.509,0.079,0.018
20151031,Materials,163,0.086692,0.121962,0.288,0.468,2.16%,16.268,2.052,0.253,0.115,0.078
20151031,Telecommunication Services,42,0.079653,0.070832,0.131,0.478,4.67%,3.603,2.118,0.540,0.113,0.011
20151031,Utilities,92,0.045364,0.019843,0.623,0.864,3.57%,18.688,1.211,0.296,0.086,0.065
20151130,Consumer Discretionary,530,-0.016112,-0.004968,0.061,0.447,2.01%,15.822,2.063,0.346,0.126,0.101
20151130,Consumer Staples,143,0.009182,-0.008520,0.254,0.364,2.21%,20.662,2.663,0.352,0.131,0.100
20151130,Energy,199,-0.030427,-0.004813,0.000,1.063,2.46%,-0.599,0.958,0.192,0.051,-0.101
20151130,Financials,706,0.035756,0.028466,0.301,0.859,2.19%,16.198,1.248,0.821,0.023,0.084
20151130,Health Care,663,0.072396,0.007290,0.000,0.302,1.61%,-4.149,3.483,0.369,-0.204,-0.269
20151130,Industrials,486,0.017004,0.012518,0.143,0.562,1.64%,16.477,1.902,0.299,0.120,0.087
20151130,Information Technology,621,0.030543,0.010346,0.000,0.415,1.89%,11.225,2.583,0.514,0.078,0.018
20151130,Materials,161,-0.020914,0.002743,0.301,0.570,2.09%,15.736,1.967,0.249,0.109,0.053
20151130,Telecommunication Services,42,-0.035673,-0.025387,0.084,0.430,4.62%,6.839,2.080,0.539,0.116,0.029
20151130,Utilities,92,-0.029501,-0.022568,0.625,0.870,3.63%,18.573,1.169,0.303,0.084,0.063
20151231,Consumer Discretionary,528,-0.037879,-0.024846,0.076,0.464,2.14%,15.369,2.011,0.346,0.126,0.101
20151231,Consumer Staples,143,-0.007827,0.024985,0.276,0.364,2.18%,20.896,2.540,0.350,0.132,0.100
20151231,Energy,198,-0.173887,-0.112300,0.000,1.066,2.78%,-0.466,0.779,0.194,0.052,-0.102
20151231,Financials,704,-0.035087,-0.037651,0.300,0.858,2.31%,15.441,1.225,0.822,0.023,0.085
20151231,Health Care,669,-0.051252,0.010182,0.000,0.302,1.71%,-3.890,3.365,0.359,-0.204,-0.269
20151231,Industrials,485,-0.054057,-0.026088,0.145,0.561,1.77%,15.216,1.803,0.299,0.121,0.087
20151231,Information Technology,620,-0.031152,-0.030148,0.000,0.415,1.97%,10.870,2.529,0.513,0.078,0.019
20151231,Materials,159,-0.070328,-0.048248,0.301,0.573,2.21%,14.362,1.846,0.248,0.109,0.055
20151231,Telecommunication Services,40,-0.013819,0.019315,0.186,0.442,4.51%,9.427,1.962,0.532,0.118,0.026
20151231,Utilities,91,0.036602,0.021738,0.620,0.873,3.59%,18.793,1.188,0.303,0.085,0.062
20160131,Consumer Discretionary,528,-0.068923,-0.055704,0.085,0.469,2.31%,14.331,1.866,0.346,0.126,0.101
20160131,Consumer Staples,141,-0.038556,0.008026,0.281,0.363,2.16%,19.370,2.528,0.350,0.132,0.100
20160131,Energy,196,-0.111811,-0.037578,0.000,1.077,3.05%,-0.343,0.699,0.194,0.058,-0.088
20160131,Financials,702,-0.071140,-0.102396,0.302,0.857,2.53%,14.628,1.166,0.821,0.023,0.085
20160131,Health Care,670,-0.177653,-0.099069,0.000,0.301,1.77%,-3.008,2.718,0.352,-0.212,-0.270
20160131,Industrials,482,-0.087880,-0.063586,0.155,0.556,1.88%,13.850,1.672,0.299,0.121,0.087
20160131,Information Technology,625,-0.080378,-0.059400,0.000,0.415,2.09%,9.466,2.294,0.511,0.078,0.019
20160131,Materials,157,-0.103855,-0.085073,0.296,0.573,2.32%,12.858,1.534,0.248,0.109,0.056
20160131,Telecommunication Services,40,-0.059167,0.047899,0.186,0.442,4.40%,8.061,1.964,0.532,0.118,0.026
20160131,Utilities,92,0.029548,0.046715,0.620,0.877,3.45%,19.755,1.226,0.303,0.085,0.062
20160229,Consumer Discretionary,525,0.032799,0.009241,0.040,0.489,2.27%,15.351,1.854,0.348,0.125,0.102
20160229,Consumer Staples,140,0.018196,0.003781,0.325,0.371,2.10%,19.958,2.537,0.351,0.134,0.115
20160229,Energy,194,-0.092673,-0.026454,0.244,0.991,3.31%,-0.506,0.824,0.171,0.032,-0.125
20160229,Financials,699,-0.012224,-0.032763,0.277,0.830,2.61%,14.105,1.112,0.819,0.023,0.082
20160229,Health Care,668,-0.027637,-0.007352,0.000,0.278,1.76%,-2.131,2.663,0.370,-0.206,-0.220
20160229,Industrials,479,0.023277,0.036011,0.166,0.542,1.82%,14.577,1.668,0.298,0.120,0.086
20160229,Information Technology,618,0.010216,-0.008601,0.000,0.386,2.11%,10.721,2.325,0.513,0.080,0.021
20160229,Materials,157,0.085626,0.049161,0.324,0.576,2.19%,12.586,1.590,0.249,0.115,0.068
