None,region_id,region_type,region
66936,2920,county,"Des Moines County;IA;Burlington, IA-IL"
66937,292,county,"Polk County;OR;Salem, OR"
66941,2919,county,Deer Lodge County;MT;nan
66945,2918,county,"Deaf Smith County;TX;Hereford, TX"
66948,2917,county,"Darlington County;SC;Florence, SC"
66954,2916,county,Cumberland County;VA;nan
66960,2915,county,"Cumberland County;TN;Crossville, TN"
66964,2914,county,"Cumberland County;PA;Harrisburg-Carlisle, PA"
66966,2913,county,"Cumberland County;NJ;Vineland-Bridgeton, NJ"
66972,2912,county,"Cumberland County;NC;Fayetteville, NC"
66979,2911,county,"Cumberland County;ME;Portland-South Portland, ME"
66988,2910,county,Cumberland County;KY;nan
66989,291,county,Polk County;NE;nan
66993,2909,county,"Cumberland County;IL;Charleston-Mattoon, IL"
66998,2908,county,Crittenden County;KY;nan
67004,2907,county,"Crittenden County;AR;Memphis, TN-MS-AR"
67009,2906,county,Cottonwood County;MN;nan
67014,2905,county,"Columbiana County;OH;Salem, OH"
67020,2904,county,Clearwater County;MN;nan
67027,2903,county,Clearwater County;ID;nan
67032,2902,county,"Clearfield County;PA;DuBois, PA"
67038,2901,county,"Chittenden County;VT;Burlington-South Burlington, VT"
67044,2900,county,"Chautauqua County;NY;Jamestown-Dunkirk-Fredonia, NY"
67045,290,county,Polk County;NC;nan
67048,2899,county,Chautauqua County;KS;nan
67054,2898,county,Charlevoix County;MI;nan
67059,2897,county,"Charleston County;SC;Charleston-North Charleston, SC"
67065,2896,county,"Burlington County;NJ;Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
67073,2895,county,Buckingham County;VA;nan
67081,2894,county,"Broomfield County;CO;Denver-Aurora-Lakewood, CO"
67086,2893,county,Broadwater County;MT;nan
67093,2892,county,"Bonneville County;ID;Idaho Falls, ID"
67097,2891,county,"Blue Earth County;MN;Mankato, MN"
67100,2890,county,"Black Hawk County;IA;Waterloo-Cedar Falls, IA"
67101,289,county,"Polk County;MO;Springfield, MO"
67106,2889,county,"Bernalillo County;NM;Albuquerque, NM"
67114,2888,county,"Bennington County;VT;Bennington, VT"
67119,2887,county,Beaverhead County;MT;nan
67128,2886,county,"Beauregard Parish;LA;DeRidder, LA"
67134,2885,county,"Barnstable County;MA;Barnstable Town, MA"
67141,2884,county,"Assumption Parish;LA;Baton Rouge, LA"
67146,2883,county,"Appomattox County;VA;Lynchburg, VA"
67150,2882,county,Yalobusha County;MS;nan
67157,2881,county,"Wyandotte County;KS;Kansas City, MO-KS"
67163,2880,county,"Worcester County;MD;Salisbury, MD-DE"
67164,288,county,"Polk County;MN;Grand Forks, ND-MN"
67171,2879,county,"Worcester County;MA;Worcester, MA-CT"
67177,2878,county,"Winnebago County;WI;Oshkosh-Neenah, WI"
67182,2877,county,"Winnebago County;IL;Rockford, IL"
67186,2876,county,Winnebago County;IA;nan
67192,2875,county,Wilkinson County;MS;nan
67198,2874,county,Wilkinson County;GA;nan
67205,2873,county,"Wilbarger County;TX;Vernon, TX"
67209,2872,county,"Whitfield County;GA;Dalton, GA"
67216,2871,county,"Whiteside County;IL;Sterling, IL"
67220,2870,county,Wheatland County;MT;nan
67221,287,county,"Polk County;IA;Des Moines-West Des Moines, IA"
67227,2869,county,"Washtenaw County;MI;Ann Arbor, MI"
67233,2868,county,Wahkiakum County;WA;nan
67238,2867,county,"Wabaunsee County;KS;Topeka, KS"
67241,2866,county,"Vermilion Parish;LA;Lafayette, LA"
67247,2865,county,"Vermilion County;IL;Danville, IL"
67267,2862,county,Van Zandt County;TX;nan
67274,2861,county,Van Buren County;TN;nan
67279,2860,county,Van Buren County;MI;nan
67280,286,county,"Polk County;GA;Cedartown, GA"
67286,2859,county,Van Buren County;IA;nan
67293,2858,county,Van Buren County;AR;nan
67300,2857,county,"Val Verde County;TX;Del Rio, TX"
67305,2856,county,"Trousdale County;TN;Nashville-Davidson--Murfreesboro--Franklin, TN"
67313,2855,county,"Tom Green County;TX;San Angelo, TX"
67320,2854,county,Tillamook County;OR;nan
67327,2853,county,"Talladega County;AL;Talladega-Sylacauga, AL"
67334,2852,county,"Sunflower County;MS;Indianola, MS"
67341,2851,county,"Strafford County;NH;Boston-Cambridge-Newton, MA-NH"
67348,2850,county,Stonewall County;TX;nan
67349,285,county,"Polk County;FL;Lakeland-Winter Haven, FL"
67353,2849,county,"Saint Joseph County;IN;South Bend-Mishawaka, IN-MI"
67359,2848,county,Somervell County;TX;nan
67368,2847,county,"Snohomish County;WA;Seattle-Tacoma-Bellevue, WA"
67374,2846,county,"Sherburne County;MN;Minneapolis-St. Paul-Bloomington, MN-WI"
67382,2845,county,"Sheboygan County;WI;Sheboygan, WI"
67386,2844,county,"Sebastian County;AR;Fort Smith, AR-OK"
67394,2843,county,"Schoharie County;NY;Albany-Schenectady-Troy, NY"
67399,2842,county,"San Mateo County;CA;San Francisco-Oakland-Berkeley, CA"
67404,2841,county,"San Diego County;CA;San Diego-Chula Vista-Carlsbad, CA"
67412,2840,county,"Salt Lake County;UT;Salt Lake City, UT"
67413,284,county,Polk County;AR;nan
67419,2839,county,"Sagadahoc County;ME;Portland-South Portland, ME"
67425,2838,county,Roscommon County;MI;nan
67432,2837,county,"Roosevelt County;NM;Portales, NM"
67440,2836,county,Roosevelt County;MT;nan
67444,2835,county,"Robertson County;TX;College Station-Bryan, TX"
67451,2834,county,"Robertson County;TN;Nashville-Davidson--Murfreesboro--Franklin, TN"
67458,2833,county,Robertson County;KY;nan
67465,2832,county,"Riverside County;CA;Riverside-San Bernardino-Ontario, CA"
67473,2831,county,Red River County;TX;nan
67479,2830,county,Red River Parish;LA;nan
67480,283,county,"Pitt County;NC;Greenville, NC"
67488,2829,county,Poweshiek County;IA;nan
67492,2828,county,Pleasants County;WV;nan
67499,2827,county,"Pittsburg County;OK;McAlester, OK"
67507,2826,county,Pipestone County;MN;nan
67513,2825,county,Petroleum County;MT;nan
67518,2824,county,"Penobscot County;ME;Bangor, ME"
67525,2823,county,Pendleton County;WV;nan
67531,2822,county,"Pendleton County;KY;Cincinnati, OH-KY-IN"
67536,2821,county,Palo Alto County;IA;nan
67542,2820,county,"Outagamie County;WI;Appleton, WI"
67543,282,county,Pine County;MN;nan
67548,2819,county,Ontonagon County;MI;nan
67551,2818,county,"Oktibbeha County;MS;Starkville, MS"
67560,2817,county,Ochiltree County;TX;nan
67562,2816,county,"Nez Perce County;ID;Lewiston, ID-WA"
67565,2815,county,"New Haven County;CT;New Haven-Milford, CT"
67578,2813,county,Nantucket County;MA;nan
67586,2812,county,"Muskingum County;OH;Zanesville, OH"
67593,2811,county,"Muscatine County;IA;Muscatine, IA"
67597,2810,county,"Multnomah County;OR;Portland-Vancouver-Hillsboro, OR-WA"
67598,281,county,"Pima County;AZ;Tucson, AZ"
67601,2809,county,Mountrail County;ND;nan
67606,2808,county,"Morehouse Parish;LA;Monroe, LA"
67612,2807,county,Montezuma County;CO;nan
67621,2806,county,"Missaukee County;MI;Cadillac, MI"
67623,2805,county,"Minnehaha County;SD;Sioux Falls, SD"
67629,2804,county,"Milwaukee County;WI;Milwaukee-Waukesha, WI"
67635,2803,county,Middlesex County;VA;nan
67640,2802,county,"Middlesex County;NJ;New York-Newark-Jersey City, NY-NJ-PA"
67646,2801,county,"Middlesex County;MA;Boston-Cambridge-Newton, MA-NH"
67650,2800,county,"Middlesex County;CT;Hartford-East Hartford-Middletown, CT"
67651,280,county,"Pike County;PA;New York-Newark-Jersey City, NY-NJ-PA"
67661,2799,county,"Merrimack County;NH;Concord, NH"
67670,2798,county,"Menominee County;WI;Shawano, WI"
67677,2797,county,"Menominee County;MI;Marinette, WI-MI"
67683,2796,county,"Mendocino County;CA;Ukiah, CA"
67688,2795,county,McPherson County;SD;nan
67694,2794,county,"McPherson County;NE;North Platte, NE"
67703,2793,county,"McPherson County;KS;McPherson, KS"
67707,2792,county,"McDonough County;IL;Macomb, IL"
67715,2791,county,McCurtain County;OK;nan
67723,2790,county,McCulloch County;TX;nan
67724,279,county,Pike County;OH;nan
67731,2789,county,"McCracken County;KY;Paducah, KY-IL"
67737,2788,county,McCormick County;SC;nan
67741,2787,county,"Matagorda County;TX;Bay City, TX"
67747,2786,county,Marquette County;WI;nan
67752,2785,county,"Marquette County;MI;Marquette, MI"
67756,2784,county,"Marinette County;WI;Marinette, WI-MI"
67762,2783,county,"Manitowoc County;WI;Manitowoc, WI"
67770,2782,county,Lunenburg County;VA;nan
67776,2781,county,Limestone County;TX;nan
67785,2780,county,"Limestone County;AL;Huntsville, AL"
67786,278,county,"Pike County;MS;McComb, MS"
67792,2779,county,"Lexington County;SC;Columbia, SC"
67799,2778,county,Lancaster County;VA;nan
67807,2777,county,"Lancaster County;SC;Charlotte-Concord-Gastonia, NC-SC"
67814,2776,county,"Lancaster County;PA;Lancaster, PA"
67822,2775,county,"Lancaster County;NE;Lincoln, NE"
67832,2774,county,"Lafourche Parish;LA;Houma-Thibodaux, LA"
67838,2773,county,Lafayette County;WI;nan
67841,2772,county,"Lafayette County;MS;Oxford, MS"
67847,2771,county,"Lafayette County;MO;Kansas City, MO-KS"
67849,2770,county,"Lafayette Parish;LA;Lafayette, LA"
67850,277,county,Pike County;MO;nan
67851,2769,county,Lafayette County;FL;nan
67857,2768,county,Lafayette County;AR;nan
67862,2767,county,"La Crosse County;WI;La Crosse-Onalaska, WI-MN"
67934,2766,county,"Kosciusko County;IN;Warsaw, IN"
68022,2765,county,Klickitat County;WA;nan
68115,2764,county,Kingsbury County;SD;nan
68203,2763,county,Keya Paha County;NE;nan
68284,2762,county,"Kandiyohi County;MN;Willmar, MN"
68369,2761,county,"Kalamazoo County;MI;Kalamazoo-Portage, MI"
68455,2760,county,"Josephine County;OR;Grants Pass, OR"
68456,276,county,Pike County;KY;nan
68539,2759,county,"Jim Wells County;TX;Alice, TX"
68621,2758,county,"Jessamine County;KY;Lexington-Fayette, KY"
68698,2757,county,"Jefferson County;WV;Washington-Arlington-Alexandria, DC-VA-MD-WV"
68781,2756,county,"Jefferson County;WI;Watertown-Fort Atkinson, WI"
68859,2755,county,Jefferson County;WA;nan
68945,2754,county,"Jefferson County;TX;Beaumont-Port Arthur, TX"
69038,2753,county,"Jefferson County;TN;Morristown, TN"
69126,2752,county,Jefferson County;PA;nan
69216,2751,county,Jefferson County;OR;nan
69305,2750,county,Jefferson County;OK;nan
69306,275,county,"Pike County;IN;Jasper, IN"
69397,2749,county,"Jefferson County;OH;Weirton-Steubenville, WV-OH"
69484,2748,county,"Jefferson County;NY;Watertown-Fort Drum, NY"
69563,2747,county,Jefferson County;NE;nan
69649,2746,county,"Jefferson County;MT;Helena, MT"
69737,2745,county,Jefferson County;MS;nan
69821,2744,county,"Jefferson County;MO;St. Louis, MO-IL"
69906,2743,county,"Jefferson Parish;LA;New Orleans-Metairie, LA"
69993,2742,county,"Jefferson County;KY;Louisville/Jefferson County, KY-IN"
70079,2741,county,"Jefferson County;KS;Topeka, KS"
70168,2740,county,"Jefferson County;IN;Madison, IN"
70169,274,county,Pike County;IL;nan
70257,2739,county,"Jefferson County;IL;Mount Vernon, IL"
70343,2738,county,"Jefferson County;ID;Idaho Falls, ID"
70436,2737,county,"Jefferson County;IA;Fairfield, IA"
70529,2736,county,Jefferson County;GA;nan
70624,2735,county,"Jefferson County;FL;Tallahassee, FL"
70713,2734,county,"Jefferson County;CO;Denver-Aurora-Lakewood, CO"
70806,2733,county,"Jefferson County;AR;Pine Bluff, AR"
70888,2732,county,"Jefferson County;AL;Birmingham-Hoover, AL"
71068,2730,county,"Iberville Parish;LA;Baton Rouge, LA"
71069,273,county,"Pike County;GA;Atlanta-Sandy Springs-Alpharetta, GA"
71160,2729,county,"Hunterdon County;NJ;New York-Newark-Jersey City, NY-NJ-PA"
71247,2728,county,Humphreys County;TN;nan
71339,2727,county,Humphreys County;MS;nan
71358,2726,county,Hitchcock County;NE;nan
71374,2725,county,"Hillsdale County;MI;Hillsdale, MI"
71391,2724,county,"Highlands County;FL;Sebring-Avon Park, FL"
71420,2723,county,Hettinger County;ND;nan
71496,2722,county,"Hendricks County;IN;Indianapolis-Carmel-Anderson, IN"
71579,2721,county,"Henderson County;TX;Athens, TX"
71657,2720,county,Henderson County;TN;nan
71658,272,county,Pike County;AR;nan
71716,2719,county,"Henderson County;NC;Asheville, NC"
71790,2718,county,"Henderson County;KY;Evansville, IN-KY"
71834,2717,county,"Henderson County;IL;Burlington, IA-IL"
71895,2716,county,"Hempstead County;AR;Hope, AR"
71963,2715,county,"Hampshire County;WV;Winchester, VA-WV"
72026,2714,county,"Hampshire County;MA;Springfield, MA"
72084,2713,county,"Habersham County;GA;Cornelia, GA"
72151,2712,county,"Guadalupe County;TX;San Antonio-New Braunfels, TX"
72222,2711,county,Guadalupe County; NM
72314,2710,county,"Greenwood County;SC;Greenwood, SC"
72315,271,county,"Pike County;AL;Troy, AL"
72378,2709,county,Greenwood County;KS;nan
72446,2708,county,"Granville County;NC;Durham-Chapel Hill, NC"
72458,2707,county,"Goochland County;VA;Richmond, VA"
72471,2706,county,Glasscock County;TX;nan
72523,2705,county,"Gillespie County;TX;Fredericksburg, TX"
72600,2704,county,"Gilchrist County;FL;Gainesville, FL"
72669,2703,county,Gasconade County;MO;nan
72723,2702,county,"Galveston County;TX;Houston-The Woodlands-Sugar Land, TX"
72798,2701,county,Freestone County;TX;nan
72887,2700,county,"Frederick County;VA;Winchester, VA-WV"
72888,270,county,Park County;WY;nan
72975,2699,county,"Frederick County;MD;Washington-Arlington-Alexandria, DC-VA-MD-WV"
73054,2698,county,"Fort Bend County;TX;Houston-The Woodlands-Sugar Land, TX"
73116,2697,county,Faribault County;MN;nan
73173,2696,county,"Fairfield County;SC;Columbia, SC"
73247,2695,county,"Fairfield County;OH;Columbus, OH"
73322,2694,county,"Fairfield County;CT;Bridgeport-Stamford-Norwalk, CT"
73454,2692,county,Ellsworth County;KS;nan
73538,2691,county,"El Dorado County;CA;Sacramento-Roseville-Folsom, CA"
73623,2690,county,"Effingham County;IL;Effingham, IL"
73624,269,county,Park County;MT;nan
73706,2689,county,"Effingham County;GA;Savannah, GA"
73750,2688,county,"Edgefield County;SC;Augusta-Richmond County, GA-SC"
73794,2687,county,"Edgecombe County;NC;Rocky Mount, NC"
73844,2686,county,"Dougherty County;GA;Albany, GA"
73906,2685,county,"Doddridge County;WV;Clarksburg, WV"
73980,2684,county,"Dinwiddie County;VA;Richmond, VA"
74043,2683,county,"Dickinson County;MI;Iron Mountain, MI-WI"
74109,2682,county,Dickinson County;KS;nan
74182,2681,county,"Dickinson County;IA;Spirit Lake, IA"
74241,2680,county,Dickenson County;VA;nan
74242,268,county,"Park County;CO;Denver-Aurora-Lakewood, CO"
74311,2679,county,"Deschutes County;OR;Bend, OR"
74359,2678,county,"Del Norte County;CA;Crescent City, CA"
74369,2677,county,"Currituck County;NC;Virginia Beach-Norfolk-Newport News, VA-NC"
74375,2676,county,Culberson County;TX;nan
74389,2675,county,"Crow Wing County;MN;Brainerd, MN"
74406,2674,county,"Craighead County;AR;Jonesboro, AR"
74415,2673,county,"Covington County;MS;Hattiesburg, MS"
74427,2672,county,Covington County;AL;nan
74438,2671,county,"Coshocton County;OH;Coshocton, OH"
74445,2670,county,"Concordia Parish;LA;Natchez, MS-LA"
74446,267,county,Page County;VA;nan
74461,2669,county,"Codington County;SD;Watertown, SD"
74468,2668,county,"Cleveland County;OK;Oklahoma City, OK"
74475,2667,county,"Cleveland County;NC;Shelby, NC"
74484,2666,county,"Cleveland County;AR;Pine Bluff, AR"
74495,2665,county,"Clarendon County;SC;Sumter, SC"
74505,2664,county,Claiborne County;TN;nan
74512,2663,county,Claiborne County;MS;nan
74525,2662,county,Claiborne Parish;LA;nan
74534,2661,county,"Clackamas County;OR;Portland-Vancouver-Hillsboro, OR-WA"
74541,2660,county,"Churchill County;NV;Fallon, NV"
74542,266,county,Page County;IA;nan
74554,2659,county,"Christian County;MO;Springfield, MO"
74565,2658,county,"Christian County;KY;Clarksville, TN-KY"
74579,2657,county,"Christian County;IL;Taylorville, IL"
74587,2656,county,Childress County;TX;nan
74592,2655,county,Chickasaw County;MS;nan
74601,2654,county,Chickasaw County;IA;nan
74609,2653,county,Cheboygan County;MI;nan
74619,2652,county,"Chattooga County;GA;Summerville, GA"
74633,2651,county,Charlotte County;VA;nan
74641,2650,county,"Charlotte County;FL;Punta Gorda, FL"
74642,265,county,Owen County;KY;nan
74649,2649,county,"Champaign County;OH;Urbana, OH"
74661,2648,county,"Champaign County;IL;Champaign-Urbana, IL"
74669,2647,county,Catahoula Parish;LA;nan
74689,2645,county,Caledonia County;VT;nan
74703,2644,county,"Calcasieu Parish;LA;Lake Charles, LA"
74715,2643,county,Calaveras County;CA;nan
74738,2641,county,Brunswick County;VA;nan
74751,2640,county,"Brunswick County;NC;Myrtle Beach-Conway-North Myrtle Beach, SC-NC"
74752,264,county,"Owen County;IN;Bloomington, IN"
74769,2639,county,"Brookings County;SD;Brookings, SD"
74775,2638,county,Breathitt County;KY;nan
74785,2637,county,"Box Elder County;UT;Ogden-Clearfield, UT"
74797,2636,county,Box Butte County;NE;nan
74807,2635,county,Bottineau County;ND;nan
74818,2634,county,"Botetourt County;VA;Roanoke, VA"
74826,2633,county,Bon Homme County;SD;nan
74836,2632,county,"Bollinger County;MO;Cape Girardeau, MO-IL"
74849,2631,county,Blackford County;IN;nan
74860,2630,county,Big Stone County;MN;nan
74861,263,county,Otoe County;NE;nan
74875,2629,county,Bienville Parish;LA;nan
74883,2628,county,"Berkshire County;MA;Pittsfield, MA"
74894,2627,county,Bear Lake County;ID;nan
74907,2626,county,"Baltimore County;MD;Baltimore-Columbia-Towson, MD"
74918,2625,county,Avoyelles Parish;LA;nan
74929,2624,county,"Ashtabula County;OH;Ashtabula, OH"
74939,2623,county,"Ascension Parish;LA;Baton Rouge, LA"
74952,2622,county,Aroostook County;ME;nan
74963,2621,county,"Armstrong County;TX;Amarillo, TX"
74967,2620,county,"Armstrong County;PA;Pittsburgh, PA"
74968,262,county,"Ohio County;WV;Wheeling, WV-OH"
74975,2619,county,"Arlington County;VA;Washington-Arlington-Alexandria, DC-VA-MD-WV"
74987,2618,county,Archuleta County;CO;nan
74998,2617,county,Appanoose County;IA;nan
75009,2616,county,"Anchorage Borough;AK;Anchorage, AK"
75017,2615,county,Allendale County;SC;nan
75025,2614,county,"Allegheny County;PA;Pittsburgh, PA"
75038,2613,county,Alleghany County;VA;nan
75048,2612,county,Alleghany County;NC;nan
75064,2611,county,Allamakee County;IA;nan
75081,2610,county,"Alexander County;NC;Hickory-Lenoir-Morganton, NC"
75082,261,county,Ohio County;KY;nan
75093,2609,county,"Alexander County;IL;Cape Girardeau, MO-IL"
75108,2608,county,"Albemarle County;VA;Charlottesville, VA"
75121,2606,county,Abbeville County;SC;nan
75132,2605,county,"Woodward County;OK;Woodward, OK"
75142,2604,county,Woodruff County;AR;nan
75151,2603,county,"Woodford County;KY;Lexington-Fayette, KY"
75161,2602,county,"Woodford County;IL;Peoria, IL"
75171,2601,county,"Woodbury County;IA;Sioux City, IA-NE-SD"
75184,2600,county,Williams County;OH;nan
75185,260,county,"Ohio County;IN;Cincinnati, OH-KY-IN"
75201,2599,county,"Williams County;ND;Williston, ND"
75215,2598,county,"Wicomico County;MD;Salisbury, MD-DE"
75223,2597,county,Waushara County;WI;nan
75239,2596,county,"Waukesha County;WI;Milwaukee-Waukesha, WI"
75248,2595,county,Watonwan County;MN;nan
75258,2594,county,Washburn County;WI;nan
75269,2593,county,Washakie County;WY;nan
75275,2592,county,"Walworth County;WI;Whitewater, WI"
75284,2591,county,Walworth County;SD;nan
75293,2590,county,Walthall County;MS;nan
75294,259,county,"Ogle County;IL;Rochelle, IL"
75319,2588,county,"Victoria County;TX;Victoria, TX"
75328,2587,county,"Van Wert County;OH;Van Wert, OH"
75335,2586,county,"Valencia County;NM;Albuquerque, NM"
75345,2585,county,"Umatilla County;OR;Hermiston-Pendleton, OR"
75357,2584,county,"Tuolumne County;CA;Sonora, CA"
75364,2583,county,"Trumbull County;OH;Youngstown-Warren-Boardman, OH-PA"
75370,2582,county,"Treutlen County;GA;Dublin, GA"
75373,2581,county,Treasure County;MT;nan
75376,2580,county,Traverse County;MN;nan
75377,258,county,Nome Borough; AK
75383,2579,county,"Torrance County;NM;Albuquerque, NM"
75389,2578,county,"Tompkins County;NY;Ithaca, NY"
75411,2575,county,"Thurston County;WA;Olympia-Lacey-Tumwater, WA"
75418,2574,county,Thurston County;NE;nan
75426,2573,county,"Tazewell County;VA;Bluefield, WV-VA"
75436,2572,county,"Tazewell County;IL;Peoria, IL"
75444,2571,county,Tattnall County;GA;nan
75454,2570,county,Suwannee County;FL;nan
75455,257,county,Ness County;KS;nan
75461,2569,county,"Sullivan County;TN;Kingsport-Bristol, TN-VA"
75470,2568,county,Sullivan County;PA;nan
75474,2567,county,Sullivan County;NY;nan
75480,2566,county,"Sullivan County;NH;Lebanon, NH-VT"
75489,2565,county,Sullivan County;MO;nan
75495,2564,county,"Sullivan County;IN;Terre Haute, IN"
75505,2563,county,Sublette County;WY;nan
75511,2562,county,"Stutsman County;ND;Jamestown, ND"
75516,2561,county,Stoddard County;MO;nan
75526,2560,county,"Sterling County;TX;San Angelo, TX"
75527,256,county,"Nash County;NC;Rocky Mount, NC"
75536,2559,county,Stephens County;TX;nan
75541,2558,county,"Stephens County;OK;Duncan, OK"
75551,2557,county,"Stephens County;GA;Toccoa, GA"
75558,2556,county,"Stafford County;VA;Washington-Arlington-Alexandria, DC-VA-MD-WV"
75566,2555,county,Stafford County;KS;nan
75575,2554,county,"Spalding County;GA;Atlanta-Sandy Springs-Alpharetta, GA"
75584,2553,county,"Somerset County;PA;Somerset, PA"
75593,2552,county,"Somerset County;NJ;New York-Newark-Jersey City, NY-NJ-PA"
75601,2551,county,Somerset County;ME;nan
75609,2550,county,"Somerset County;MD;Salisbury, MD-DE"
75610,255,county,"Napa County;CA;Napa, CA"
75621,2549,county,"Skamania County;WA;Portland-Vancouver-Hillsboro, OR-WA"
75629,2548,county,Siskiyou County;CA;nan
75638,2547,county,Shoshone County;ID;nan
75645,2546,county,"Sheridan County;WY;Sheridan, WY"
75653,2545,county,Sheridan County;NE;nan
75659,2544,county,Sheridan County;ND;nan
75666,2543,county,Sheridan County;MT;nan
75674,2542,county,Sheridan County;KS;nan
75682,2541,county,"Sequoyah County;OK;Fort Smith, AR-OK"
75689,2540,county,Seminole County;OK;nan
75698,2539,county,Seminole County;GA;nan
75708,2538,county,"Seminole County;FL;Orlando-Kissimmee-Sanford, FL"
75714,2537,county,"Sedgwick County;KS;Wichita, KS"
75722,2536,county,Sedgwick County;CO;nan
75735,2535,county,"Scotland County;NC;Laurinburg, NC"
75743,2534,county,Scotland County;MO;nan
75749,2533,county,Schuyler County;NY;nan
75757,2532,county,"Schuyler County;MO;Kirksville, MO"
75763,2531,county,Schuyler County;IL;nan
75768,2530,county,"Saunders County;NE;Omaha-Council Bluffs, NE-IA"
75769,253,county,Mono County;CA;nan
75778,2529,county,"Saratoga County;NY;Albany-Schenectady-Troy, NY"
75790,2528,county,"Sarasota County;FL;North Port-Sarasota-Bradenton, FL"
75799,2527,county,"Santa Fe County;NM;Santa Fe, NM"
75810,2526,county,"Sangamon County;IL;Springfield, IL"
75819,2525,county,"Sandusky County;OH;Fremont, OH"
75826,2524,county,"Sandoval County;NM;Albuquerque, NM"
75843,2523,county,San Saba County;TX;nan
75853,2522,county,San Juan County;WA;nan
75865,2521,county,San Juan County;UT;nan
75892,2519,county,"San Juan County;NM;Farmington, NM"
75901,2518,county,San Juan County;CO;nan
75919,2517,county,Saguache County;CO;nan
75930,2516,county,"Rockwall County;TX;Dallas-Fort Worth-Arlington, TX"
75944,2515,county,"Rockland County;NY;New York-Newark-Jersey City, NY-NJ-PA"
75957,2514,county,"Rockdale County;GA;Atlanta-Sandy Springs-Alpharetta, GA"
75971,2513,county,Ringgold County;IA;nan
75978,2512,county,Richmond County;VA;nan
75994,2511,county,"Richmond County;NY;New York-Newark-Jersey City, NY-NJ-PA"
76009,2510,county,"Richmond County;NC;Rockingham, NC"
76010,251,county,"Mesa County;CO;Grand Junction, CO"
76020,2509,county,"Richmond County;GA;Augusta-Richmond County, GA-SC"
76034,2508,county,Richland County;WI;nan
76047,2507,county,"Richland County;SC;Columbia, SC"
76061,2506,county,"Richland County;OH;Mansfield, OH"
76075,2505,county,"Richland County;ND;Wahpeton, ND-MN"
76083,2504,county,Richland County;MT;nan
76093,2503,county,Richland Parish;LA;nan
76104,2502,county,Richland County;IL;nan
76115,2501,county,Reynolds County;MO;nan
76123,2500,county,Republic County;KS;nan
76124,250,county,"Maui County;HI;Kahului-Wailuku-Lahaina, HI"
76134,2499,county,"Renville County;ND;Minot, ND"
76142,2498,county,Renville County;MN;nan
76147,2497,county,Red Lake County;MN;nan
76157,2496,county,"Randolph County;WV;Elkins, WV"
76167,2495,county,"Randolph County;NC;Greensboro-High Point, NC"
76175,2494,county,"Randolph County;MO;Moberly, MO"
76180,2493,county,Randolph County;IN;nan
76190,2492,county,Randolph County;IL;nan
76199,2491,county,Randolph County;GA;nan
76205,2490,county,Randolph County;AR;nan
76206,249,county,"Lyon County;NV;Fernley, NV"
76213,2489,county,Randolph County;AL;nan
76221,2488,county,Presidio County;TX;nan
76234,2487,county,"Prentiss County;MS;Tupelo, MS"
76246,2486,county,"Powhatan County;VA;Richmond, VA"
76259,2485,county,"Pontotoc County;OK;Ada, OK"
76269,2484,county,"Pontotoc County;MS;Tupelo, MS"
76287,2483,county,"Poinsett County;AR;Jonesboro, AR"
76299,2482,county,"Plymouth County;MA;Boston-Cambridge-Newton, MA-NH"
76309,2481,county,Plymouth County;IA;nan
76318,2480,county,"Pinellas County;FL;Tampa-St. Petersburg-Clearwater, FL"
76319,248,county,"Lyon County;MN;Marshall, MN"
76327,2479,county,"Pickaway County;OH;Columbus, OH"
76338,2478,county,Phillips County;MT;nan
76347,2477,county,Phillips County;KS;nan
76355,2476,county,Phillips County;CO;nan
76361,2475,county,"Phillips County;AR;Helena-West Helena, AR"
76367,2474,county,Pershing County;NV;nan
76386,2472,county,Pemiscot County;MO;nan
76392,2471,county,Paulding County;OH;nan
76402,2470,county,"Paulding County;GA;Atlanta-Sandy Springs-Alpharetta, GA"
76403,247,county,Lyon County;KY;nan
76425,2468,county,"Ouachita Parish;LA;Monroe, LA"
76432,2467,county,"Ouachita County;AR;Camden, AR"
76448,2465,county,"Onondaga County;NY;Syracuse, NY"
76451,2464,county,"Okmulgee County;OK;Tulsa, OK"
76461,2463,county,"Oklahoma County;OK;Oklahoma City, OK"
76471,2462,county,Okfuskee County;OK;nan
76478,2461,county,Okanogan County;WA;nan
76489,2460,county,"Okaloosa County;FL;Crestview-Fort Walton Beach-Destin, FL"
76490,246,county,"Lyon County;KS;Emporia, KS"
76500,2459,county,Nuckolls County;NE;nan
76506,2458,county,Nottoway County;VA;nan
76515,2457,county,Niobrara County;WY;nan
76522,2456,county,"Nicollet County;MN;Mankato, MN"
76531,2455,county,Nicholas County;WV;nan
76545,2454,county,Nicholas County;KY;nan
76554,2453,county,"Newberry County;SC;Newberry, SC"
76562,2452,county,"New York County;NY;New York-Newark-Jersey City, NY-NJ-PA"
76569,2451,county,"New Kent County;VA;Richmond, VA"
76574,2450,county,"Muskogee County;OK;Muskogee, OK"
76575,245,county,Lyon County;IA;nan
76583,2449,county,"Muskegon County;MI;Muskegon, MI"
76588,2448,county,"Muscogee County;GA;Columbus, GA-AL"
76599,2447,county,Moultrie County;IL;nan
76604,2446,county,Morrison County;MN;nan
76614,2445,county,"Montrose County;CO;Montrose, CO"
76622,2444,county,"Monterey County;CA;Salinas, CA"
