None,region_id,region_type,region
53003,437,county,Clare County;MI;nan
53111,435,county,Chase County;NE;nan
53159,434,county,"Chase County;KS;Emporia, KS"
53262,432,county,Cedar County;NE;nan
53317,431,county,Cedar County;MO;nan
53371,430,county,Cedar County;IA;nan
53417,429,county,"Cecil County;MD;Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
53521,427,county,Casey County;KY;nan
53623,425,county,"Camas County;ID;Hailey, ID"
53675,424,county,Caddo County;OK;nan
53730,423,county,"Caddo Parish;LA;Shreveport-Bossier City, LA"
53955,422,county,"Cache County;UT;Logan, UT-ID"
54006,421,county,"Butts County;GA;Atlanta-Sandy Springs-Alpharetta, GA"
54065,420,county,Butte County;SD;nan
54340,418,county,"Butte County;CA;Chico, CA"
55152,417,county,Burke County;ND;nan
56111,416,county,"Burke County;NC;Hickory-Lenoir-Morganton, NC"
56319,415,county,"Burke County;GA;Augusta-Richmond County, GA-SC"
56374,414,county,"Bucks County;PA;Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
56417,413,county,"Bryan County;OK;Durant, OK"
56493,412,county,"Bryan County;GA;Savannah, GA"
56570,411,county,Brule County;SD;nan
56645,410,county,"Brown County;WI;Green Bay, WI"
56706,409,county,"Brown County;TX;Brownwood, TX"
56751,408,county,"Brown County;SD;Aberdeen, SD"
56815,407,county,"Brown County;OH;Cincinnati, OH-KY-IN"
56869,406,county,Brown County;NE;nan
56932,405,county,"Brown County;MN;New Ulm, MN"
56995,404,county,Brown County;KS;nan
57409,403,county,"Brown County;IN;Indianapolis-Carmel-Anderson, IN"
57466,402,county,Brown County;IL;nan
57517,401,county,"Bronx County;NY;New York-Newark-Jersey City, NY-NJ-PA"
57575,400,county,"Boyle County;KY;Danville, KY"
57895,399,county,"Bowie County;TX;Texarkana, TX-AR"
58448,398,county,"Boone County;WV;Charleston, WV"
59464,396,county,Boone County;NE;nan
59967,395,county,"Boone County;MO;Columbia, MO"
60667,394,county,"Boone County;KY;Cincinnati, OH-KY-IN"
60727,393,county,"Boone County;IN;Indianapolis-Carmel-Anderson, IN"
60776,392,county,"Boone County;IL;Rockford, IL"
60829,391,county,"Boone County;IA;Ames, IA"
60889,390,county,"Boone County;AR;Harrison, AR"
60948,389,county,"Boise County;ID;Boise City, ID"
61002,388,county,"Bland County;VA;Bluefield, WV-VA"
61052,387,county,"Blair County;PA;Altoona, PA"
61109,386,county,"Bexar County;TX;San Antonio-New Braunfels, TX"
61161,385,county,"Berks County;PA;Reading, PA"
61210,384,county,"Bates County;MO;Kansas City, MO-KS"
61266,383,county,Barry County;MO;nan
61318,382,county,Barry County;MI;nan
61365,381,county,Banks County;GA;nan
61429,380,county,Baker County;OR;nan
61490,379,county,Baker County;GA;nan
61549,378,county,"Baker County;FL;Jacksonville, FL"
61598,377,county,Bacon County;GA;nan
61663,376,county,Avery County;NC;nan
61717,375,county,Atoka County;OK;nan
61762,374,county,"Anson County;NC;Charlotte-Concord-Gastonia, NC-SC"
61822,373,county,"Anoka County;MN;Minneapolis-St. Paul-Bloomington, MN-WI"
61879,372,county,Amite County;MS;nan
61930,371,county,"Allen County;OH;Lima, OH"
61986,370,county,Allen Parish;LA;nan
62046,369,county,"Allen County;KY;Bowling Green, KY"
62092,368,county,Allen County;KS;nan
62137,367,county,"Allen County;IN;Fort Wayne, IN"
62188,366,county,Alger County;MI;nan
62247,365,county,"Aiken County;SC;Augusta-Richmond County, GA-SC"
62301,364,county,Adams County;WI;nan
62347,363,county,"Adams County;WA;Othello, WA"
62398,362,county,"Adams County;PA;Gettysburg, PA"
62465,361,county,Adams County;OH;nan
62527,360,county,"Adams County;NE;Hastings, NE"
62579,359,county,Adams County;ND;nan
62633,358,county,"Adams County;MS;Natchez, MS-LA"
62681,357,county,"Adams County;IN;Decatur, IN"
62726,356,county,"Adams County;IL;Quincy, IL-MO"
62781,355,county,Adams County;ID;nan
62828,354,county,Adams County;IA;nan
62881,353,county,"Adams County;CO;Denver-Aurora-Lakewood, CO"
62940,352,county,Adair County;OK;nan
62988,351,county,"Adair County;MO;Kirksville, MO"
63042,350,county,Adair County;KY;nan
63094,349,county,Adair County;IA;nan
63159,348,county,Yuma County;CO;nan
63210,347,county,"Yuma County;AZ;Yuma, AZ"
63273,346,county,"Yuba County;CA;Yuba City, CA"
63313,345,county,"York County;VA;Virginia Beach-Norfolk-Newport News, VA-NC"
63366,344,county,"York County;SC;Charlotte-Concord-Gastonia, NC-SC"
63867,343,county,"York County;PA;York-Hanover, PA"
64027,342,county,York County;NE;nan
64083,341,county,"York County;ME;Portland-South Portland, ME"
64130,340,county,"Yolo County;CA;Sacramento-Roseville-Folsom, CA"
64184,339,county,"Yell County;AR;Russellville, AR"
64237,338,county,"Wood County;WV;Parkersburg-Vienna, WV"
64287,337,county,"Wood County;WI;Wisconsin Rapids-Marshfield, WI"
64334,336,county,Wood County;TX;nan
64386,335,county,"Wood County;OH;Toledo, OH"
64446,334,county,"Wise County;VA;Big Stone Gap, VA"
64510,333,county,"Wise County;TX;Dallas-Fort Worth-Arlington, TX"
64562,332,county,"Wirt County;WV;Parkersburg-Vienna, WV"
64622,331,county,Winn Parish;LA;nan
64676,330,county,"Will County;IL;Chicago-Naperville-Elgin, IL-IN-WI"
64730,3291,county,"Colonial Heights City;VA;Richmond, VA"
64734,3290,county,"Fairbanks North Star Borough;AK;Fairbanks, AK"
64735,329,county,"Weld County;CO;Greeley, CO"
64741,3289,county,"District of Columbia;DC;Washington-Arlington-Alexandria, DC-VA-MD-WV"
64749,3288,county,"Charlottesville City;VA;Charlottesville, VA"
64757,3287,county,Wrangell Borough;AK;nan
64763,3286,county,"Virginia Beach City;VA;Virginia Beach-Norfolk-Newport News, VA-NC"
64768,3285,county,"Saint John the Baptist Parish;LA;New Orleans-Metairie, LA"
64775,3284,county,Southeast Fairbanks Borough;AK;nan
64781,3283,county,"Fredericksburg City;VA;Washington-Arlington-Alexandria, DC-VA-MD-WV"
64784,3282,county,"Manassas Park City;VA;Washington-Arlington-Alexandria, DC-VA-MD-WV"
64797,328,county,"Webb County;TX;Laredo, TX"
64801,3279,county,"Williamsburg City;VA;Virginia Beach-Norfolk-Newport News, VA-NC"
64807,3278,county,"Newport News City;VA;Virginia Beach-Norfolk-Newport News, VA-NC"
64814,3277,county,"Matanuska Susitna Borough;AK;Anchorage, AK"
64819,3276,county,"Martinsville City;VA;Martinsville, VA"
64822,3275,county,Lake of the Woods County;MN;nan
64826,3274,county,"Ketchikan Gateway Borough;AK;Ketchikan, AK"
64834,3273,county,"Harrisonburg City;VA;Harrisonburg, VA"
64841,3272,county,"Falls Church City;VA;Washington-Arlington-Alexandria, DC-VA-MD-WV"
64847,3271,county,"West Baton Rouge Parish;LA;Baton Rouge, LA"
64856,3270,county,Sainte Genevieve County;MO;nan
64857,327,county,"Ware County;GA;Waycross, GA"
64863,3269,county,"Saint Louis City;MO;St. Louis, MO-IL"
64882,3266,county,"East Baton Rouge Parish;LA;Baton Rouge, LA"
64884,3265,county,Buena Vista City;VA;nan
64888,3264,county,Yellow Medicine County;MN;nan
64898,3263,county,"Winchester City;VA;Winchester, VA-WV"
64909,3262,county,"Waynesboro City;VA;Staunton, VA"
64916,3261,county,"San Luis Obispo County;CA;San Luis Obispo-Paso Robles, CA"
64922,3260,county,"Portsmouth City;VA;Virginia Beach-Norfolk-Newport News, VA-NC"
64923,326,county,Ward County;TX;nan
64927,3259,county,"Petersburg City;VA;Richmond, VA"
64932,3258,county,"Lewis and Clark County;MT;Helena, MT"
64940,3257,county,Kenai Peninsula Borough;AK;nan
64947,3256,county,Jefferson Davis County;MS;nan
64952,3255,county,"Jefferson Davis Parish;LA;Jennings, LA"
64958,3254,county,"Chesapeake City;VA;Virginia Beach-Norfolk-Newport News, VA-NC"
64964,3253,county,"Alexandria City;VA;Washington-Arlington-Alexandria, DC-VA-MD-WV"
64971,3252,county,"West Feliciana Parish;LA;Baton Rouge, LA"
64979,3251,county,Valdez Cordova Borough;AK;nan
64985,3250,county,"San Bernardino County;CA;Riverside-San Bernardino-Ontario, CA"
64986,325,county,"Ward County;ND;Minot, ND"
64993,3249,county,"Saint Lawrence County;NY;Ogdensburg-Massena, NY"
65001,3248,county,"Saint Francois County;MO;Farmington, MO"
65004,3247,county,"Prince William County;VA;Washington-Arlington-Alexandria, DC-VA-MD-WV"
65012,3246,county,"Prince Georges County;MD;Washington-Arlington-Alexandria, DC-VA-MD-WV"
65018,3245,county,Northumberland County;VA;nan
65024,3244,county,"Northumberland County;PA;Sunbury, PA"
65029,3243,county,"Lynchburg City;VA;Lynchburg, VA"
65035,3242,county,Lexington City;VA;nan
65042,3241,county,"King and Queen County;VA;Richmond, VA"
65047,3240,county,"Grand Traverse County;MI;Traverse City, MI"
65048,324,county,"Wake County;NC;Raleigh-Cary, NC"
65052,3239,county,"East Feliciana Parish;LA;Baton Rouge, LA"
65057,3238,county,Covington City;VA;nan
65063,3237,county,"Cape Girardeau County;MO;Cape Girardeau, MO-IL"
65069,3236,county,"Baltimore City;MD;Baltimore-Columbia-Towson, MD"
65100,3230,county,"Staunton City;VA;Staunton, VA"
65101,323,county,"Vigo County;IN;Terre Haute, IN"
65107,3229,county,"Santa Barbara County;CA;Santa Maria-Santa Barbara, CA"
65116,3227,county,"San Francisco County;CA;San Francisco-Oakland-Berkeley, CA"
65121,3226,county,San Augustine County;TX;nan
65126,3225,county,"Saint Tammany Parish;LA;New Orleans-Metairie, LA"
65132,3224,county,"Saint Francis County;AR;Forrest City, AR"
65140,3223,county,"Saint Charles County;MO;St. Louis, MO-IL"
65146,3222,county,"Saint Charles Parish;LA;New Orleans-Metairie, LA"
65153,3221,county,"Saint Bernard Parish;LA;New Orleans-Metairie, LA"
65157,322,county,"Utah County;UT;Provo-Orem, UT"
65163,3219,county,"Richmond City;VA;Richmond, VA"
65168,3218,county,"Prince George County;VA;Richmond, VA"
65175,3217,county,Prince Edward County;VA;nan
65180,3216,county,"Pottawattamie County;IA;Omaha-Council Bluffs, NE-IA"
65184,3215,county,"Poquoson City;VA;Virginia Beach-Norfolk-Newport News, VA-NC"
65190,3214,county,"Pointe Coupee Parish;LA;Baton Rouge, LA"
65196,3213,county,"Manassas City;VA;Washington-Arlington-Alexandria, DC-VA-MD-WV"
65200,3212,county,Lac Qui Parle County;MN;nan
65205,3211,county,Kodiak Island Borough;AK;nan
65210,3210,county,"Isle of Wight County;VA;Virginia Beach-Norfolk-Newport News, VA-NC"
65214,3209,county,"Hopewell City;VA;Richmond, VA"
65220,3208,county,Golden Valley County;ND;nan
65224,3207,county,Golden Valley County;MT;nan
65229,3206,county,"Franklin City;VA;Virginia Beach-Norfolk-Newport News, VA-NC"
65237,3205,county,"Danville City;VA;Danville, VA"
65243,3204,county,Collingsworth County;TX;nan
65249,3203,county,"Chattahoochee County;GA;Columbus, GA-AL"
65254,3202,county,Williamsburg County;SC;nan
65262,3201,county,Westmoreland County;VA;nan
65267,3200,county,"Westmoreland County;PA;Pittsburgh, PA"
65268,320,county,Todd County;MN;nan
65275,3199,county,West Carroll Parish;LA;nan
65288,3197,county,"Transylvania County;NC;Brevard, NC"
65294,3196,county,Throckmorton County;TX;nan
65301,3195,county,Tallahatchie County;MS;nan
65306,3194,county,"Suffolk City;VA;Virginia Beach-Norfolk-Newport News, VA-NC"
65311,3193,county,"Spotsylvania County;VA;Washington-Arlington-Alexandria, DC-VA-MD-WV"
65318,3192,county,"Scotts Bluff County;NE;Scottsbluff, NE"
65325,3190,county,"San Patricio County;TX;Corpus Christi, TX"
65326,319,county,Todd County;KY;nan
65334,3188,county,"Saint Martin Parish;LA;Lafayette, LA"
65340,3187,county,"Saint Landry Parish;LA;Opelousas, LA"
65348,3186,county,"Saint Joseph County;MI;Sturgis, MI"
65350,3185,county,"Saint Helena Parish;LA;Baton Rouge, LA"
65355,3184,county,"Roanoke City;VA;Roanoke, VA"
65358,3183,county,"Rappahannock County;VA;Washington-Arlington-Alexandria, DC-VA-MD-WV"
65365,3182,county,"Radford City;VA;Blacksburg-Christiansburg, VA"
65379,3180,county,Presque Isle County;MI;nan
65380,318,county,"Tift County;GA;Tifton, GA"
65386,3179,county,Powder River County;MT;nan
65394,3178,county,"Pottawatomie County;OK;Shawnee, OK"
65401,3177,county,"Pottawatomie County;KS;Manhattan, KS"
65409,3176,county,"Pittsylvania County;VA;Danville, VA"
65415,3175,county,"Philadelphia County;PA;Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
65421,3174,county,Pend Oreille County;WA;nan
65431,3173,county,"Norfolk City;VA;Virginia Beach-Norfolk-Newport News, VA-NC"
65438,3172,county,"Natchitoches Parish;LA;Natchitoches, LA"
65445,3171,county,"Little River County;AR;Texarkana, TX-AR"
65453,3170,county,"King William County;VA;Richmond, VA"
65454,317,county,"Tate County;MS;Memphis, TN-MS-AR"
65460,3169,county,Judith Basin County;MT;nan
65464,3168,county,"Indian River County;FL;Sebastian-Vero Beach, FL"
65470,3167,county,"Independence County;AR;Batesville, AR"
65474,3166,county,"Hillsborough County;NH;Manchester-Nashua, NH"
65480,3165,county,"Hillsborough County;FL;Tampa-St. Petersburg-Clearwater, FL"
65484,3164,county,"Hampton City;VA;Virginia Beach-Norfolk-Newport News, VA-NC"
65493,3163,county,"Grays Harbor County;WA;Aberdeen, WA"
65498,3162,county,"Fairfax City;VA;Washington-Arlington-Alexandria, DC-VA-MD-WV"
65503,3161,county,Emporia City;VA;nan
65509,3160,county,East Carroll Parish;LA;nan
65510,316,county,"Taos County;NM;Taos, NM"
65517,3159,county,"Contra Costa County;CA;San Francisco-Oakland-Berkeley, CA"
65525,3158,county,"Chesterfield County;VA;Richmond, VA"
65531,3157,county,Chesterfield County;SC;nan
65535,3156,county,"Charles City County;VA;Richmond, VA"
65544,3155,county,Breckinridge County;KY;nan
65565,3152,county,"Anne Arundel County;MD;Baltimore-Columbia-Towson, MD"
65573,3151,county,"Androscoggin County;ME;Lewiston-Auburn, ME"
65581,315,county,Tama County;IA;nan
65585,3149,county,"Yellowstone County;MT;Billings, MT"
65586,3148,county,"Westchester County;NY;New York-Newark-Jersey City, NY-NJ-PA"
65593,3147,county,"Walla Walla County;WA;Walla Walla, WA"
65596,3146,county,"Vanderburgh County;IN;Evansville, IN-KY"
65599,3145,county,Trempealeau County;WI;nan
65603,3144,county,Switzerland County;IN;nan
65608,3143,county,Sweet Grass County;MT;nan
65614,3142,county,Susquehanna County;PA;nan
65621,3141,county,"Spartanburg County;SC;Spartanburg, SC"
65628,3140,county,"Southampton County;VA;Virginia Beach-Norfolk-Newport News, VA-NC"
65629,314,county,"Sauk County;WI;Baraboo, WI"
65640,3139,county,Shackelford County;TX;nan
65644,3138,county,Schoolcraft County;MI;nan
65651,3137,county,"Schenectady County;NY;Albany-Schenectady-Troy, NY"
65659,3136,county,"Santa Clara County;CA;San Jose-Sunnyvale-Santa Clara, CA"
65667,3134,county,"San Joaquin County;CA;Stockton, CA"
65670,3133,county,San Jacinto County;TX;nan
65675,3132,county,"Saint Marys County;MD;California-Lexington Park, MD"
65677,3131,county,"Saint Lucie County;FL;Port St. Lucie, FL"
65682,3130,county,"Saint Louis County;MO;St. Louis, MO-IL"
65683,313,county,Rusk County;WI;nan
65691,3129,county,"Saint Louis County;MN;Duluth, MN-WI"
65698,3128,county,"Saint Johns County;FL;Jacksonville, FL"
65706,3127,county,"Saint James Parish;LA;New Orleans-Metairie, LA"
65714,3126,county,"Saint Croix County;WI;Minneapolis-St. Paul-Bloomington, MN-WI"
65725,3124,county,Saint Clair County;MO;nan
65733,3123,county,"Saint Clair County;MI;Detroit-Warren-Dearborn, MI"
65737,3122,county,"Saint Clair County;IL;St. Louis, MO-IL"
65745,3121,county,"Saint Clair County;AL;Birmingham-Hoover, AL"
65751,3120,county,Roger Mills County;OK;nan
65752,312,county,"Rusk County;TX;Longview, TX"
65759,3119,county,"Rock Island County;IL;Davenport-Moline-Rock Island, IA-IL"
65765,3118,county,"Queen Annes County;MD;Baltimore-Columbia-Towson, MD"
65772,3117,county,"Plaquemines Parish;LA;New Orleans-Metairie, LA"
65778,3116,county,Piscataquis County;ME;nan
65783,3115,county,"Pearl River County;MS;Picayune, MS"
65789,3114,county,"Norton City;VA;Big Stone Gap, VA"
65794,3113,county,Northampton County;VA;nan
65799,3112,county,"Northampton County;PA;Allentown-Bethlehem-Easton, PA-NJ"
65807,3111,county,"Northampton County;NC;Roanoke Rapids, NC"
65813,3110,county,North Slope Borough;AK;nan
65814,311,county,Rush County;KS;nan
65822,3109,county,"New Hanover County;NC;Wilmington, NC"
65826,3108,county,"Nacogdoches County;TX;Nacogdoches, TX"
65834,3107,county,Musselshell County;MT;nan
65842,3106,county,Montmorency County;MI;nan
65846,3105,county,Mississippi County;MO;nan
65851,3104,county,"Mississippi County;AR;Blytheville, AR"
65856,3103,county,Mecklenburg County;VA;nan
65864,3102,county,"Mecklenburg County;NC;Charlotte-Concord-Gastonia, NC-SC"
65869,3101,county,"Los Angeles County;CA;Los Angeles-Long Beach-Anaheim, CA"
65873,3100,county,"Leavenworth County;KS;Kansas City, MO-KS"
65874,310,county,Rush County;IN;nan
65885,3098,county,Koochiching County;MN;nan
65892,3097,county,King George County;VA;nan
65898,3096,county,Hot Springs County;WY;nan
65908,3094,county,Greensville County;VA;nan
65912,3093,county,"Grand Forks County;ND;Grand Forks, ND-MN"
65922,3092,county,"Fond du Lac County;WI;Fond du Lac, WI"
65928,3091,county,"Clear Creek County;CO;Denver-Aurora-Lakewood, CO"
65934,3090,county,Charles Mix County;SD;nan
65935,309,county,"Ross County;OH;Chillicothe, OH"
65939,3089,county,"Cerro Gordo County;IA;Mason City, IA"
65944,3088,county,"Cattaraugus County;NY;Olean, NY"
65952,3087,county,"Carson City;NV;Carson City, NV"
65958,3086,county,"Buena Vista County;IA;Storm Lake, IA"
65971,3084,county,"Bartholomew County;IN;Columbus, IN"
65983,3082,county,Winneshiek County;IA;nan
65988,3081,county,"Williamson County;TX;Austin-Round Rock-Georgetown, TX"
65993,3080,county,"Williamson County;TN;Nashville-Davidson--Murfreesboro--Franklin, TN"
65994,308,county,"Rock County;WI;Janesville-Beloit, WI"
66000,3079,county,"Williamson County;IL;Carbondale-Marion, IL"
66009,3078,county,White Pine County;NV;nan
66015,3077,county,"Washington County;WI;Milwaukee-Waukesha, WI"
66021,3076,county,"Washington County;VT;Barre, VT"
66026,3075,county,"Washington County;VA;Kingsport-Bristol, TN-VA"
66032,3074,county,"Washington County;UT;St. George, UT"
66040,3073,county,"Washington County;TX;Brenham, TX"
66047,3072,county,"Washington County;TN;Johnson City, TN"
66053,3071,county,"Washington County;RI;Providence-Warwick, RI-MA"
66058,3070,county,"Washington County;PA;Pittsburgh, PA"
66059,307,county,Rock County;NE;nan
66067,3069,county,"Washington County;OR;Portland-Vancouver-Hillsboro, OR-WA"
66073,3068,county,"Washington County;OK;Bartlesville, OK"
66080,3067,county,"Washington County;OH;Marietta, OH"
66086,3066,county,"Washington County;NY;Glens Falls, NY"
66094,3065,county,"Washington County;NE;Omaha-Council Bluffs, NE-IA"
66100,3064,county,Washington County;NC;nan
66106,3063,county,"Washington County;MS;Greenville, MS"
66110,3062,county,Washington County;MO;nan
66116,3061,county,"Washington County;MN;Minneapolis-St. Paul-Bloomington, MN-WI"
66120,3060,county,Washington County;ME;nan
66121,306,county,Rock County;MN;nan
66128,3059,county,"Washington County;MD;Hagerstown-Martinsburg, MD-WV"
66133,3058,county,"Washington Parish;LA;Bogalusa, LA"
66138,3057,county,Washington County;KY;nan
66145,3056,county,Washington County;KS;nan
66153,3055,county,"Washington County;IN;Louisville/Jefferson County, KY-IN"
66158,3054,county,Washington County;IL;nan
66162,3053,county,Washington County;ID;nan
66168,3052,county,"Washington County;IA;Iowa City, IA"
66171,3051,county,Washington County;GA;nan
66175,3050,county,Washington County;FL;nan
66176,305,county,Rich County;UT;nan
66183,3049,county,Washington County;CO;nan
66190,3048,county,"Washington County;AR;Fayetteville-Springdale-Rogers, AR"
66197,3047,county,"Washington County;AL;Mobile, AL"
66201,3046,county,"Vermillion County;IN;Terre Haute, IN"
66208,3045,county,"Twin Falls County;ID;Twin Falls, ID"
66213,3044,county,"Tuscarawas County;OH;New Philadelphia-Dover, OH"
66216,3043,county,"Tuscaloosa County;AL;Tuscaloosa, AL"
66224,3042,county,Tishomingo County;MS;nan
66230,3041,county,"Tippecanoe County;IN;Lafayette-West Lafayette, IN"
66236,3040,county,"Terrebonne Parish;LA;Houma-Thibodaux, LA"
66237,304,county,"Rice County;MN;Faribault-Northfield, MN"
66243,3039,county,"Tangipahoa Parish;LA;Hammond, LA"
66248,3038,county,"Tallapoosa County;AL;Alexander City, AL"
66250,3037,county,Taliaferro County;GA;nan
66255,3036,county,"Sweetwater County;WY;Rock Springs, WY"
66260,3035,county,"Stillwater County;MT;Billings, MT"
66265,3034,county,"Stephenson County;IL;Freeport, IL"
66273,3033,county,"Stanislaus County;CA;Modesto, CA"
66280,3032,county,"Silver Bow County;MT;Butte-Silver Bow, MT"
66286,3031,county,"Shiawassee County;MI;Lansing-East Lansing, MI"
66290,3030,county,Shenandoah County;VA;nan
66291,303,county,Rice County;KS;nan
66297,3029,county,"Sequatchie County;TN;Chattanooga, TN-GA"
66304,3028,county,"Schuylkill County;PA;Pottsville, PA"
66313,3027,county,Schleicher County;TX;nan
66317,3026,county,"Santa Rosa County;FL;Pensacola-Ferry Pass-Brent, FL"
66323,3025,county,"Santa Cruz County;CA;Santa Cruz-Watsonville, CA"
66329,3024,county,"Santa Cruz County;AZ;Nogales, AZ"
66336,3023,county,"San Miguel County;NM;Las Vegas, NM"
66345,3022,county,San Miguel County;CO;nan
66356,3020,county,"San Benito County;CA;San Jose-Sunnyvale-Santa Clara, CA"
66357,302,county,"Rhea County;TN;Dayton, TN"
66361,3019,county,"Saint Mary Parish;LA;Morgan City, LA"
66370,3017,county,"Sacramento County;CA;Sacramento-Roseville-Folsom, CA"
66380,3016,county,"Rutherford County;TN;Nashville-Davidson--Murfreesboro--Franklin, TN"
66389,3015,county,"Rutherford County;NC;Forest City, NC"
66396,3014,county,"Rockingham County;VA;Harrisonburg, VA"
66401,3013,county,"Rockingham County;NH;Boston-Cambridge-Newton, MA-NH"
66408,3012,county,"Rockingham County;NC;Greensboro-High Point, NC"
66414,3011,county,Rockcastle County;KY;nan
66421,3010,county,Rockbridge County;VA;nan
66422,301,county,"Reno County;KS;Hutchinson, KS"
66430,3008,county,Rio Grande County;CO;nan
66436,3007,county,Rio Blanco County;CO;nan
66443,3006,county,"Rio Arriba County;NM;Espa-Â¦ola, NM"
66447,3005,county,Richardson County;NE;nan
66453,3004,county,"Rensselaer County;NY;Albany-Schenectady-Troy, NY"
66459,3003,county,Red Willow County;NE;nan
66466,3002,county,Pushmataha County;OK;nan
66470,3001,county,"Providence County;RI;Providence-Warwick, RI-MA"
66474,3000,county,Pocahontas County;WV;nan
66475,300,county,Real County;TX;nan
66484,2999,county,Pocahontas County;IA;nan
66488,2998,county,"Perquimans County;NC;Elizabeth City, NC"
66494,2997,county,"Pennington County;SD;Rapid City, SD"
66499,2996,county,Pennington County;MN;nan
66503,2995,county,"Pasquotank County;NC;Elizabeth City, NC"
66506,2994,county,"Palo Pinto County;TX;Mineral Wells, TX"
66514,2993,county,"Palm Beach County;FL;Miami-Fort Lauderdale-Pompano Beach, FL"
66521,2992,county,"Otter Tail County;MN;Fergus Falls, MN"
66525,2991,county,"Orangeburg County;SC;Orangeburg, SC"
66530,2990,county,"Okeechobee County;FL;Okeechobee, FL"
66531,299,county,Quay County;NM;nan
66537,2989,county,"Oglethorpe County;GA;Athens-Clarke County, GA"
66543,2988,county,New Madrid County;MO;nan
66550,2987,county,"New London County;CT;Norwich-New London, CT"
66552,2986,county,"New Castle County;DE;Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
66557,2985,county,"Muhlenberg County;KY;Central City, KY"
66563,2984,county,"Montgomery County;VA;Blacksburg-Christiansburg, VA"
66569,2983,county,"Montgomery County;TX;Houston-The Woodlands-Sugar Land, TX"
66571,2982,county,"Montgomery County;TN;Clarksville, TN-KY"
66577,2981,county,"Montgomery County;PA;Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
66583,2980,county,"Montgomery County;OH;Dayton-Kettering, OH"
66584,298,county,Pope County;MN;nan
66592,2979,county,"Montgomery County;NY;Amsterdam, NY"
66599,2978,county,Montgomery County;NC;nan
66605,2977,county,Montgomery County;MS;nan
66609,2976,county,Montgomery County;MO;nan
66616,2975,county,"Montgomery County;MD;Washington-Arlington-Alexandria, DC-VA-MD-WV"
66622,2974,county,"Montgomery County;KY;Mount Sterling, KY"
66630,2973,county,"Montgomery County;KS;Coffeyville, KS"
66636,2972,county,"Montgomery County;IN;Crawfordsville, IN"
66645,2971,county,Montgomery County;IL;nan
66650,2970,county,Montgomery County;IA;nan
66651,297,county,Pope County;IL;nan
66657,2969,county,"Montgomery County;GA;Vidalia, GA"
66662,2968,county,Montgomery County;AR;nan
66668,2967,county,"Montgomery County;AL;Montgomery, AL"
66673,2966,county,"Monongalia County;WV;Morgantown, WV"
66678,2965,county,"Mille Lacs County;MN;Minneapolis-St. Paul-Bloomington, MN-WI"
66683,2964,county,"Miami-Dade County;FL;Miami-Fort Lauderdale-Pompano Beach, FL"
66688,2963,county,"Meriwether County;GA;Atlanta-Sandy Springs-Alpharetta, GA"
66697,2962,county,"Los Alamos County;NM;Los Alamos, NM"
66704,2961,county,"Livingston County;NY;Rochester, NY"
66710,2960,county,Livingston County;MO;nan
66711,296,county,"Pope County;AR;Russellville, AR"
66714,2959,county,"Livingston County;MI;Detroit-Warren-Dearborn, MI"
66721,2958,county,"Livingston Parish;LA;Baton Rouge, LA"
66725,2957,county,"Livingston County;KY;Paducah, KY-IL"
66729,2956,county,"Livingston County;IL;Pontiac, IL"
66738,2955,county,"Litchfield County;CT;Torrington, CT"
66745,2954,county,Lauderdale County;TN;nan
66753,2953,county,"Lauderdale County;MS;Meridian, MS"
66759,2952,county,"Lauderdale County;AL;Florence-Muscle Shoals, AL"
66771,2950,county,Las Animas County;CO;nan
66772,295,county,Polk County;WI;nan
66779,2949,county,"Lackawanna County;PA;Scranton--Wilkes-Barre, PA"
66788,2948,county,Kit Carson County;CO;nan
66792,2947,county,Kingfisher County;OK;nan
66800,2945,county,Jo Daviess County;IL;nan
66809,2944,county,Jeff Davis County;TX;nan
66814,2943,county,Jeff Davis County;GA;nan
66817,2942,county,"James City County;VA;Virginia Beach-Norfolk-Newport News, VA-NC"
66820,2941,county,"Hutchinson County;TX;Borger, TX"
66825,2940,county,Hutchinson County;SD;nan
66826,294,county,Polk County;TX;nan
66831,2939,county,"Huntington County;IN;Huntington, IN"
66837,2938,county,"Huntingdon County;PA;Huntingdon, PA"
66842,2937,county,"Hot Spring County;AR;Malvern, AR"
66847,2936,county,"Hood River County;OR;Hood River, OR"
66858,2934,county,"Greenville County;SC;Greenville-Anderson, SC"
66865,2933,county,Greenbrier County;WV;nan
66872,2932,county,Green Lake County;WI;nan
66877,2931,county,"Grand Isle County;VT;Burlington-South Burlington, VT"
66884,2930,county,"Gloucester County;VA;Virginia Beach-Norfolk-Newport News, VA-NC"
66885,293,county,"Polk County;TN;Cleveland, TN"
66892,2929,county,"Gloucester County;NJ;Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
66896,2928,county,"Georgetown County;SC;Georgetown, SC"
66902,2927,county,Galax City;VA;nan
66908,2926,county,Fall River County;SD;nan
66911,2925,county,Evangeline Parish;LA;nan
66919,2924,county,"Eau Claire County;WI;Eau Claire, WI"
66920,2923,county,"Dorchester County;SC;Charleston-North Charleston, SC"
66924,2922,county,"Dorchester County;MD;Cambridge, MD"
